ds,Cid,item,units,y
24-02-2023,1587,cooking oil,Lt,182
24-02-2023,1622,cooking oil,Lt,188
24-02-2023,1627,cooking oil,Lt,151
24-02-2023,1631,cooking oil,Lt,205
24-02-2023,1638,cooking oil,Lt,138
24-02-2023,1647,cooking oil,Lt,228
24-02-2023,1652,cooking oil,Lt,149
24-02-2023,1652,cooking oil,Lt,179
24-02-2023,1652,cooking oil,Lt,155
24-02-2023,1658,cooking oil,Lt,130
24-02-2023,1660,cooking oil,Lt,183
24-02-2023,1670,cooking oil,Lt,245
24-02-2023,1673,cooking oil,Lt,123
24-02-2023,1685,cooking oil,Lt,196
24-02-2023,1697,cooking oil,Lt,164
24-02-2023,1705,cooking oil,Lt,173
24-02-2023,1791,cooking oil,Lt,238
24-02-2023,1794,cooking oil,Lt,247
24-02-2023,1800,cooking oil,Lt,226
24-02-2023,1802,cooking oil,Lt,174
24-02-2023,1804,cooking oil,Lt,239
24-02-2023,1810,cooking oil,Lt,169
24-02-2023,1817,cooking oil,Lt,172
24-02-2023,1817,cooking oil,Lt,220
24-02-2023,1817,cooking oil,Lt,172
24-02-2023,1817,cooking oil,Lt,164
24-02-2023,1832,cooking oil,Lt,202
24-02-2023,1832,cooking oil,Lt,136
24-02-2023,1833,cooking oil,Lt,217
24-02-2023,1834,cooking oil,Lt,232
24-02-2023,1835,cooking oil,Lt,120
24-02-2023,1845,cooking oil,Lt,136
24-02-2023,1846,cooking oil,Lt,142
24-02-2023,1846,cooking oil,Lt,198
24-02-2023,1865,cooking oil,Lt,125
24-02-2023,1935,cooking oil,Lt,218
24-02-2023,1955,cooking oil,Lt,237
24-02-2023,1956,cooking oil,Lt,248
24-02-2023,1958,cooking oil,Lt,200
24-02-2023,1983,cooking oil,Lt,234
24-02-2023,1983,cooking oil,Lt,211
24-02-2023,1983,cooking oil,Lt,174
24-02-2023,2022,cooking oil,Lt,131
24-02-2023,2022,cooking oil,Lt,197
24-02-2023,2025,cooking oil,Lt,182
24-02-2023,2031,cooking oil,Lt,224
24-02-2023,2036,cooking oil,Lt,138
24-02-2023,2060,cooking oil,Lt,196
24-02-2023,2060,cooking oil,Lt,189
24-02-2023,2064,cooking oil,Lt,155
24-02-2023,2077,cooking oil,Lt,136
24-02-2023,2077,cooking oil,Lt,207
24-02-2023,2094,cooking oil,Lt,141
24-02-2023,2103,cooking oil,Lt,171
24-02-2023,2115,cooking oil,Lt,121
24-02-2023,2115,cooking oil,Lt,192
24-02-2023,2132,cooking oil,Lt,185
24-02-2023,2224,cooking oil,Lt,200
24-02-2023,2226,cooking oil,Lt,177
24-02-2023,2242,cooking oil,Lt,148
24-02-2023,2244,cooking oil,Lt,178
24-02-2023,2256,cooking oil,Lt,121
24-02-2023,2259,cooking oil,Lt,242
24-02-2023,2268,cooking oil,Lt,196
24-02-2023,2273,cooking oil,Lt,143
24-02-2023,2295,cooking oil,Lt,179
24-02-2023,2306,cooking oil,Lt,126
24-02-2023,2306,cooking oil,Lt,170
24-02-2023,2313,cooking oil,Lt,196
24-02-2023,2328,cooking oil,Lt,245
24-02-2023,2350,cooking oil,Lt,157
24-02-2023,2456,cooking oil,Lt,168
24-02-2023,2457,cooking oil,Lt,226
24-02-2023,2463,cooking oil,Lt,242
24-02-2023,2471,cooking oil,Lt,229
24-02-2023,2489,cooking oil,Lt,232
24-02-2023,2490,cooking oil,Lt,145
24-02-2023,2501,cooking oil,Lt,237
24-02-2023,2503,cooking oil,Lt,220
24-02-2023,2504,cooking oil,Lt,192
24-02-2023,2509,cooking oil,Lt,188
24-02-2023,2517,cooking oil,Lt,197
24-02-2023,2520,cooking oil,Lt,231
24-02-2023,2520,cooking oil,Lt,241
24-02-2023,2520,cooking oil,Lt,198
24-02-2023,2520,cooking oil,Lt,240
24-02-2023,2523,cooking oil,Lt,160
24-02-2023,2526,cooking oil,Lt,248
24-02-2023,2531,cooking oil,Lt,154
24-02-2023,2531,cooking oil,Lt,187
24-02-2023,2581,cooking oil,Lt,157
24-02-2023,2581,cooking oil,Lt,141
24-02-2023,2599,cooking oil,Lt,247
24-02-2023,2621,cooking oil,Lt,178
24-02-2023,2623,cooking oil,Lt,150
24-02-2023,2624,cooking oil,Lt,174
24-02-2023,2627,cooking oil,Lt,120
24-02-2023,2630,cooking oil,Lt,125
24-02-2023,2632,cooking oil,Lt,235
24-02-2023,2633,cooking oil,Lt,224
24-02-2023,2639,cooking oil,Lt,168
24-02-2023,2639,cooking oil,Lt,227
24-02-2023,2642,cooking oil,Lt,170
24-02-2023,2642,cooking oil,Lt,176
24-02-2023,2652,cooking oil,Lt,145
24-02-2023,2654,cooking oil,Lt,147
24-02-2023,2762,cooking oil,Lt,146
24-02-2023,2805,cooking oil,Lt,218
24-02-2023,2827,cooking oil,Lt,158
24-02-2023,2827,cooking oil,Lt,227
24-02-2023,2829,cooking oil,Lt,228
24-02-2023,2855,cooking oil,Lt,189
24-02-2023,2871,cooking oil,Lt,221
24-02-2023,2885,cooking oil,Lt,136
24-02-2023,2885,cooking oil,Lt,202
24-02-2023,2885,cooking oil,Lt,123
24-02-2023,2895,cooking oil,Lt,173
24-02-2023,2895,cooking oil,Lt,127
24-02-2023,2906,cooking oil,Lt,228
24-02-2023,2940,cooking oil,Lt,235
24-02-2023,2955,cooking oil,Lt,149
24-02-2023,2961,cooking oil,Lt,160
24-02-2023,3040,cooking oil,Lt,200
24-02-2023,3041,cooking oil,Lt,208
24-02-2023,3048,cooking oil,Lt,149
24-02-2023,3054,cooking oil,Lt,199
24-02-2023,3054,cooking oil,Lt,121
24-02-2023,3054,cooking oil,Lt,184
24-02-2023,3057,cooking oil,Lt,222
24-02-2023,3057,cooking oil,Lt,159
24-02-2023,3061,cooking oil,Lt,123
24-02-2023,3062,cooking oil,Lt,175
24-02-2023,3084,cooking oil,Lt,137
24-02-2023,3085,cooking oil,Lt,203
24-02-2023,3093,cooking oil,Lt,227
24-02-2023,3100,cooking oil,Lt,165
24-02-2023,3100,cooking oil,Lt,144
24-02-2023,3109,cooking oil,Lt,160
24-02-2023,3111,cooking oil,Lt,155
24-02-2023,3116,cooking oil,Lt,193
24-02-2023,3140,cooking oil,Lt,224
24-02-2023,3226,cooking oil,Lt,192
24-02-2023,3254,cooking oil,Lt,168
24-02-2023,3256,cooking oil,Lt,129
24-02-2023,3259,cooking oil,Lt,173
24-02-2023,3266,cooking oil,Lt,139
24-02-2023,3267,cooking oil,Lt,204
24-02-2023,3271,cooking oil,Lt,233
24-02-2023,3316,cooking oil,Lt,187
24-02-2023,3316,cooking oil,Lt,224
24-02-2023,3325,cooking oil,Lt,191
24-02-2023,3338,cooking oil,Lt,200
24-02-2023,3342,cooking oil,Lt,203
24-02-2023,3347,cooking oil,Lt,135
24-02-2023,3352,cooking oil,Lt,234
24-02-2023,3354,cooking oil,Lt,126
24-02-2023,3357,cooking oil,Lt,131
24-02-2023,3358,cooking oil,Lt,123
24-02-2023,3371,cooking oil,Lt,125
24-02-2023,3382,cooking oil,Lt,208
24-02-2023,3391,cooking oil,Lt,162
24-02-2023,3398,cooking oil,Lt,181
24-02-2023,3400,cooking oil,Lt,164
24-02-2023,3473,cooking oil,Lt,189
24-02-2023,3473,cooking oil,Lt,157
24-02-2023,3482,cooking oil,Lt,177
24-02-2023,3484,cooking oil,Lt,131
24-02-2023,3491,cooking oil,Lt,144
24-02-2023,3494,cooking oil,Lt,154
24-02-2023,3494,cooking oil,Lt,246
24-02-2023,3494,cooking oil,Lt,194
24-02-2023,3498,cooking oil,Lt,201
24-02-2023,3498,cooking oil,Lt,124
24-02-2023,3518,cooking oil,Lt,215
24-02-2023,3519,cooking oil,Lt,208
24-02-2023,3519,cooking oil,Lt,181
24-02-2023,3522,cooking oil,Lt,172
24-02-2023,3524,cooking oil,Lt,249
24-02-2023,3534,cooking oil,Lt,248
24-02-2023,3534,cooking oil,Lt,231
24-02-2023,3539,cooking oil,Lt,235
24-02-2023,3567,cooking oil,Lt,124
24-02-2023,3656,cooking oil,Lt,133
24-02-2023,3673,cooking oil,Lt,227
24-02-2023,3673,cooking oil,Lt,213
24-02-2023,3673,cooking oil,Lt,224
24-02-2023,3693,cooking oil,Lt,230
24-02-2023,3693,cooking oil,Lt,207
24-02-2023,3694,cooking oil,Lt,133
24-02-2023,3721,cooking oil,Lt,247
24-02-2023,3723,cooking oil,Lt,125
24-02-2023,3728,cooking oil,Lt,203
24-02-2023,3735,cooking oil,Lt,140
24-02-2023,3740,cooking oil,Lt,123
24-02-2023,3750,cooking oil,Lt,203
24-02-2023,3758,cooking oil,Lt,121
24-02-2023,3760,cooking oil,Lt,226
24-02-2023,3761,cooking oil,Lt,250
24-02-2023,3761,cooking oil,Lt,170
24-02-2023,3767,cooking oil,Lt,170
24-02-2023,3768,cooking oil,Lt,169
24-02-2023,3771,cooking oil,Lt,189
24-02-2023,3771,cooking oil,Lt,155
24-02-2023,3777,cooking oil,Lt,250
24-02-2023,3840,cooking oil,Lt,129
24-02-2023,3840,cooking oil,Lt,173
24-02-2023,3854,cooking oil,Lt,219
24-02-2023,3864,cooking oil,Lt,191
24-02-2023,3870,cooking oil,Lt,242
24-02-2023,3877,cooking oil,Lt,133
24-02-2023,3883,cooking oil,Lt,240
24-02-2023,3886,cooking oil,Lt,151
24-02-2023,3891,cooking oil,Lt,177
24-02-2023,3892,cooking oil,Lt,158
24-02-2023,3905,cooking oil,Lt,222
24-02-2023,3908,cooking oil,Lt,232
24-02-2023,3910,cooking oil,Lt,191
24-02-2023,3910,cooking oil,Lt,229
24-02-2023,3910,cooking oil,Lt,174
24-02-2023,3918,cooking oil,Lt,178
24-02-2023,3918,cooking oil,Lt,223
24-02-2023,3928,cooking oil,Lt,233
24-02-2023,3950,cooking oil,Lt,165
24-02-2023,4024,cooking oil,Lt,154
24-02-2023,4069,cooking oil,Lt,144
24-02-2023,4070,cooking oil,Lt,210
24-02-2023,4073,cooking oil,Lt,133
24-02-2023,4078,cooking oil,Lt,206
24-02-2023,4079,cooking oil,Lt,239
24-02-2023,4081,cooking oil,Lt,150
24-02-2023,4104,cooking oil,Lt,165
24-02-2023,4109,cooking oil,Lt,152
24-02-2023,4118,cooking oil,Lt,183
24-02-2023,4135,cooking oil,Lt,245
24-02-2023,4136,cooking oil,Lt,229
24-02-2023,4147,cooking oil,Lt,177
24-02-2023,4153,cooking oil,Lt,243
24-02-2023,4154,cooking oil,Lt,156
24-02-2023,4156,cooking oil,Lt,120
24-02-2023,4156,cooking oil,Lt,154
24-02-2023,4160,cooking oil,Lt,166
24-02-2023,4160,cooking oil,Lt,225
24-02-2023,4160,cooking oil,Lt,147
24-02-2023,4160,cooking oil,Lt,213
24-02-2023,4161,cooking oil,Lt,130
24-02-2023,4266,cooking oil,Lt,128
24-02-2023,4268,cooking oil,Lt,249
24-02-2023,4273,cooking oil,Lt,165
24-02-2023,4276,cooking oil,Lt,236
24-02-2023,4280,cooking oil,Lt,243
24-02-2023,4282,cooking oil,Lt,179
24-02-2023,4283,cooking oil,Lt,172
24-02-2023,4288,cooking oil,Lt,135
24-02-2023,4294,cooking oil,Lt,126
24-02-2023,4294,cooking oil,Lt,224
24-02-2023,4294,cooking oil,Lt,199
24-02-2023,4294,cooking oil,Lt,124
24-02-2023,4307,cooking oil,Lt,196
24-02-2023,4316,cooking oil,Lt,171
24-02-2023,4323,cooking oil,Lt,172
24-02-2023,4323,cooking oil,Lt,186
24-02-2023,4323,cooking oil,Lt,143
24-02-2023,4387,cooking oil,Lt,225
24-02-2023,4387,cooking oil,Lt,146
24-02-2023,4387,cooking oil,Lt,229
24-02-2023,4387,cooking oil,Lt,242
24-02-2023,4426,cooking oil,Lt,150
24-02-2023,4427,cooking oil,Lt,208
24-02-2023,4435,cooking oil,Lt,134
24-02-2023,4441,cooking oil,Lt,208
24-02-2023,4442,cooking oil,Lt,207
24-02-2023,4442,cooking oil,Lt,204
24-02-2023,4450,cooking oil,Lt,126
24-02-2023,4450,cooking oil,Lt,158
24-02-2023,4452,cooking oil,Lt,144
24-02-2023,4453,cooking oil,Lt,229
24-02-2023,4454,cooking oil,Lt,248
24-02-2023,4463,cooking oil,Lt,238
24-02-2023,4474,cooking oil,Lt,124
24-02-2023,4480,cooking oil,Lt,130
24-02-2023,4488,cooking oil,Lt,132
24-02-2023,4492,cooking oil,Lt,131
24-02-2023,4493,cooking oil,Lt,240
24-02-2023,4559,cooking oil,Lt,224
24-02-2023,4561,cooking oil,Lt,160
24-02-2023,4570,cooking oil,Lt,154
24-02-2023,4575,cooking oil,Lt,140
24-02-2023,4579,cooking oil,Lt,203
24-02-2023,4579,cooking oil,Lt,186
24-02-2023,4579,cooking oil,Lt,157
24-02-2023,4580,cooking oil,Lt,172
24-02-2023,4596,cooking oil,Lt,190
24-02-2023,4602,cooking oil,Lt,201
24-02-2023,4611,cooking oil,Lt,149
24-02-2023,4614,cooking oil,Lt,174
24-02-2023,4618,cooking oil,Lt,166
24-02-2023,4627,cooking oil,Lt,233
24-02-2023,4631,cooking oil,Lt,238
24-02-2023,4635,cooking oil,Lt,146
24-02-2023,4651,cooking oil,Lt,146
24-02-2023,4785,cooking oil,Lt,198
24-02-2023,4787,cooking oil,Lt,163
24-02-2023,4788,cooking oil,Lt,160
24-02-2023,4793,cooking oil,Lt,167
24-02-2023,4831,cooking oil,Lt,232
24-02-2023,4831,cooking oil,Lt,159
24-02-2023,4842,cooking oil,Lt,178
24-02-2023,4844,cooking oil,Lt,174
24-02-2023,4844,cooking oil,Lt,223
24-02-2023,4850,cooking oil,Lt,232
24-02-2023,4856,cooking oil,Lt,248
24-02-2023,4860,cooking oil,Lt,152
24-02-2023,4862,cooking oil,Lt,152
24-02-2023,4862,cooking oil,Lt,240
24-02-2023,4875,cooking oil,Lt,242
24-02-2023,4883,cooking oil,Lt,227
24-02-2023,4891,cooking oil,Lt,143
24-02-2023,4896,cooking oil,Lt,135
24-02-2023,4912,cooking oil,Lt,161
24-02-2023,4916,cooking oil,Lt,167
24-02-2023,4916,cooking oil,Lt,170
24-02-2023,4964,cooking oil,Lt,171
24-02-2023,4964,cooking oil,Lt,232
24-02-2023,4964,cooking oil,Lt,168
24-02-2023,4978,cooking oil,Lt,236
24-02-2023,4986,cooking oil,Lt,160
24-02-2023,4986,cooking oil,Lt,236
24-02-2023,4997,cooking oil,Lt,132
24-02-2023,5001,cooking oil,Lt,133
24-02-2023,5024,cooking oil,Lt,237
24-02-2023,5028,cooking oil,Lt,121
24-02-2023,5188,cooking oil,Lt,141
24-02-2023,5190,cooking oil,Lt,181
24-02-2023,5190,cooking oil,Lt,199
24-02-2023,5229,cooking oil,Lt,191
24-02-2023,5233,cooking oil,Lt,189
24-02-2023,5235,cooking oil,Lt,185
24-02-2023,5235,cooking oil,Lt,217
24-02-2023,5237,cooking oil,Lt,194
24-02-2023,5238,cooking oil,Lt,219
24-02-2023,5243,cooking oil,Lt,160
24-02-2023,5248,cooking oil,Lt,249
24-02-2023,5250,cooking oil,Lt,227
24-02-2023,5256,cooking oil,Lt,145
24-02-2023,5256,cooking oil,Lt,220
24-02-2023,5256,cooking oil,Lt,241
24-02-2023,5260,cooking oil,Lt,230
24-02-2023,5261,cooking oil,Lt,235
24-02-2023,5269,cooking oil,Lt,173
24-02-2023,5274,cooking oil,Lt,179
24-02-2023,5288,cooking oil,Lt,124
24-02-2023,5288,cooking oil,Lt,147
24-02-2023,5296,cooking oil,Lt,172
24-02-2023,5347,cooking oil,Lt,196
24-02-2023,5361,cooking oil,Lt,155
24-02-2023,5367,cooking oil,Lt,217
24-02-2023,5373,cooking oil,Lt,188
24-02-2023,5374,cooking oil,Lt,196
24-02-2023,5377,cooking oil,Lt,223
24-02-2023,5377,cooking oil,Lt,203
24-02-2023,5378,cooking oil,Lt,172
24-02-2023,5378,cooking oil,Lt,181
24-02-2023,5379,cooking oil,Lt,158
24-02-2023,5380,cooking oil,Lt,153
24-02-2023,5388,cooking oil,Lt,222
24-02-2023,5388,cooking oil,Lt,145
24-02-2023,5391,cooking oil,Lt,145
24-02-2023,5392,cooking oil,Lt,199
24-02-2023,5396,cooking oil,Lt,229
24-02-2023,5407,cooking oil,Lt,158
24-02-2023,5419,cooking oil,Lt,250
24-02-2023,5422,cooking oil,Lt,233
24-02-2023,5422,cooking oil,Lt,193
24-02-2023,5523,cooking oil,Lt,228
24-02-2023,5526,cooking oil,Lt,179
24-02-2023,5540,cooking oil,Lt,206
24-02-2023,5587,cooking oil,Lt,164
24-02-2023,5596,cooking oil,Lt,197
24-02-2023,5600,cooking oil,Lt,220
24-02-2023,5600,cooking oil,Lt,224
24-02-2023,5602,cooking oil,Lt,208
24-02-2023,5602,cooking oil,Lt,142
24-02-2023,5607,cooking oil,Lt,231
24-02-2023,5616,cooking oil,Lt,169
24-02-2023,5616,cooking oil,Lt,173
24-02-2023,5620,cooking oil,Lt,214
24-02-2023,5620,cooking oil,Lt,230
24-02-2023,5620,cooking oil,Lt,154
24-02-2023,5620,cooking oil,Lt,153
24-02-2023,5620,cooking oil,Lt,246
24-02-2023,5620,cooking oil,Lt,177
24-02-2023,5620,cooking oil,Lt,217
24-02-2023,5624,cooking oil,Lt,178
24-02-2023,5625,cooking oil,Lt,169
24-02-2023,5629,cooking oil,Lt,237
24-02-2023,5697,cooking oil,Lt,236
24-02-2023,5701,cooking oil,Lt,235
24-02-2023,5708,cooking oil,Lt,153
24-02-2023,5708,cooking oil,Lt,216
24-02-2023,5708,cooking oil,Lt,218
24-02-2023,5709,cooking oil,Lt,181
24-02-2023,5710,cooking oil,Lt,129
24-02-2023,5714,cooking oil,Lt,245
24-02-2023,5726,cooking oil,Lt,213
24-02-2023,5726,cooking oil,Lt,227
24-02-2023,5730,cooking oil,Lt,121
24-02-2023,5732,cooking oil,Lt,200
24-02-2023,5732,cooking oil,Lt,142
24-02-2023,5734,cooking oil,Lt,224
24-02-2023,5734,cooking oil,Lt,123
24-02-2023,5738,cooking oil,Lt,247
24-02-2023,5743,cooking oil,Lt,125
24-02-2023,5760,cooking oil,Lt,234
24-02-2023,5761,cooking oil,Lt,207
24-02-2023,5764,cooking oil,Lt,161
24-02-2023,5835,cooking oil,Lt,176
24-02-2023,5841,cooking oil,Lt,126
24-02-2023,5853,cooking oil,Lt,142
24-02-2023,5895,cooking oil,Lt,137
24-02-2023,5915,cooking oil,Lt,192
24-02-2023,5915,cooking oil,Lt,189
24-02-2023,5915,cooking oil,Lt,248
24-02-2023,5915,cooking oil,Lt,229
24-02-2023,5915,cooking oil,Lt,134
24-02-2023,5915,cooking oil,Lt,213
24-02-2023,5919,cooking oil,Lt,211
24-02-2023,5919,cooking oil,Lt,171
24-02-2023,5921,cooking oil,Lt,232
24-02-2023,5922,cooking oil,Lt,216
24-02-2023,5922,cooking oil,Lt,181
24-02-2023,5925,cooking oil,Lt,155
24-02-2023,5926,cooking oil,Lt,137
24-02-2023,5936,cooking oil,Lt,222
24-02-2023,5936,cooking oil,Lt,192
24-02-2023,5953,cooking oil,Lt,219
24-02-2023,5953,cooking oil,Lt,209
24-02-2023,5953,cooking oil,Lt,220
24-02-2023,6035,cooking oil,Lt,124
24-02-2023,6042,cooking oil,Lt,174
24-02-2023,6043,cooking oil,Lt,141
24-02-2023,6049,cooking oil,Lt,192
24-02-2023,6049,cooking oil,Lt,205
24-02-2023,6049,cooking oil,Lt,143
24-02-2023,6050,cooking oil,Lt,126
24-02-2023,6059,cooking oil,Lt,159
24-02-2023,6064,cooking oil,Lt,189
24-02-2023,6065,cooking oil,Lt,164
24-02-2023,6071,cooking oil,Lt,159
24-02-2023,6074,cooking oil,Lt,139
24-02-2023,6074,cooking oil,Lt,218
24-02-2023,6074,cooking oil,Lt,215
24-02-2023,6074,cooking oil,Lt,243
24-02-2023,6079,cooking oil,Lt,184
24-02-2023,6088,cooking oil,Lt,224
24-02-2023,6109,cooking oil,Lt,156
24-02-2023,6109,cooking oil,Lt,127
24-02-2023,6109,cooking oil,Lt,146
24-02-2023,6222,cooking oil,Lt,190
24-02-2023,6222,cooking oil,Lt,139
24-02-2023,6225,cooking oil,Lt,187
24-02-2023,6283,cooking oil,Lt,179
24-02-2023,6289,cooking oil,Lt,138
24-02-2023,6293,cooking oil,Lt,200
24-02-2023,6294,cooking oil,Lt,235
24-02-2023,6294,cooking oil,Lt,231
24-02-2023,6294,cooking oil,Lt,237
24-02-2023,6294,cooking oil,Lt,232
24-02-2023,6305,cooking oil,Lt,215
24-02-2023,6305,cooking oil,Lt,216
24-02-2023,6309,cooking oil,Lt,148
24-02-2023,6309,cooking oil,Lt,200
24-02-2023,6309,cooking oil,Lt,132
24-02-2023,6320,cooking oil,Lt,222
24-02-2023,6320,cooking oil,Lt,244
24-02-2023,6332,cooking oil,Lt,159
24-02-2023,6340,cooking oil,Lt,158
24-02-2023,6357,cooking oil,Lt,178
24-02-2023,6357,cooking oil,Lt,135
24-02-2023,6358,cooking oil,Lt,206
24-02-2023,6463,cooking oil,Lt,149
24-02-2023,6473,cooking oil,Lt,185
24-02-2023,6482,cooking oil,Lt,248
24-02-2023,6485,cooking oil,Lt,180
24-02-2023,6489,cooking oil,Lt,238
24-02-2023,6496,cooking oil,Lt,232
24-02-2023,6497,cooking oil,Lt,194
24-02-2023,6500,cooking oil,Lt,141
24-02-2023,6512,cooking oil,Lt,211
24-02-2023,6512,cooking oil,Lt,156
24-02-2023,6512,cooking oil,Lt,240
24-02-2023,6513,cooking oil,Lt,207
24-02-2023,6513,cooking oil,Lt,248
24-02-2023,6513,cooking oil,Lt,141
24-02-2023,6513,cooking oil,Lt,182
24-02-2023,6513,cooking oil,Lt,153
24-02-2023,6513,cooking oil,Lt,190
24-02-2023,6530,cooking oil,Lt,183
24-02-2023,6538,cooking oil,Lt,128
24-02-2023,6544,cooking oil,Lt,208
24-02-2023,6663,cooking oil,Lt,234
24-02-2023,6667,cooking oil,Lt,175
24-02-2023,6680,cooking oil,Lt,141
24-02-2023,6714,cooking oil,Lt,180
24-02-2023,6726,cooking oil,Lt,249
24-02-2023,6730,cooking oil,Lt,132
24-02-2023,6735,cooking oil,Lt,140
24-02-2023,6744,cooking oil,Lt,160
24-02-2023,6745,cooking oil,Lt,134
24-02-2023,6747,cooking oil,Lt,136
24-02-2023,6767,cooking oil,Lt,184
24-02-2023,6768,cooking oil,Lt,199
24-02-2023,6771,cooking oil,Lt,168
24-02-2023,6779,cooking oil,Lt,223
24-02-2023,6779,cooking oil,Lt,177
24-02-2023,6785,cooking oil,Lt,127
24-02-2023,6785,cooking oil,Lt,205
24-02-2023,6785,cooking oil,Lt,244
24-02-2023,6797,cooking oil,Lt,231
24-02-2023,6812,cooking oil,Lt,161
24-02-2023,6812,cooking oil,Lt,141
24-02-2023,6812,cooking oil,Lt,165
24-02-2023,6883,cooking oil,Lt,153
24-02-2023,6893,cooking oil,Lt,139
24-02-2023,6894,cooking oil,Lt,237
24-02-2023,6894,cooking oil,Lt,219
24-02-2023,6894,cooking oil,Lt,155
24-02-2023,6898,cooking oil,Lt,180
24-02-2023,6898,cooking oil,Lt,179
24-02-2023,6898,cooking oil,Lt,250
24-02-2023,6908,cooking oil,Lt,153
24-02-2023,6909,cooking oil,Lt,136
24-02-2023,6914,cooking oil,Lt,143
24-02-2023,6914,cooking oil,Lt,165
24-02-2023,6914,cooking oil,Lt,183
24-02-2023,6914,cooking oil,Lt,231
24-02-2023,6914,cooking oil,Lt,221
24-02-2023,6918,cooking oil,Lt,231
24-02-2023,6920,cooking oil,Lt,128
24-02-2023,6948,cooking oil,Lt,230
24-02-2023,6949,cooking oil,Lt,218
24-02-2023,6954,cooking oil,Lt,143
24-02-2023,7069,cooking oil,Lt,175
24-02-2023,7074,cooking oil,Lt,160
24-02-2023,7090,cooking oil,Lt,174
24-02-2023,7127,cooking oil,Lt,137
24-02-2023,7127,cooking oil,Lt,175
24-02-2023,7131,cooking oil,Lt,250
24-02-2023,7134,cooking oil,Lt,152
24-02-2023,7134,cooking oil,Lt,154
24-02-2023,7155,cooking oil,Lt,237
24-02-2023,7155,cooking oil,Lt,216
24-02-2023,7155,cooking oil,Lt,191
24-02-2023,7155,cooking oil,Lt,226
24-02-2023,7168,cooking oil,Lt,154
24-02-2023,7178,cooking oil,Lt,222
24-02-2023,7180,cooking oil,Lt,178
24-02-2023,7181,cooking oil,Lt,124
24-02-2023,7243,cooking oil,Lt,165
24-02-2023,7248,cooking oil,Lt,165
24-02-2023,7252,cooking oil,Lt,123
24-02-2023,7267,cooking oil,Lt,175
24-02-2023,7274,cooking oil,Lt,158
24-02-2023,7279,cooking oil,Lt,125
24-02-2023,7304,cooking oil,Lt,214
24-02-2023,7309,cooking oil,Lt,212
24-02-2023,7310,cooking oil,Lt,204
24-02-2023,7322,cooking oil,Lt,235
24-02-2023,7348,cooking oil,Lt,188
24-02-2023,7428,cooking oil,Lt,222
24-02-2023,7439,cooking oil,Lt,226
24-02-2023,7457,cooking oil,Lt,178
24-02-2023,7492,cooking oil,Lt,127
24-02-2023,7508,cooking oil,Lt,121
24-02-2023,7522,cooking oil,Lt,213
24-02-2023,7529,cooking oil,Lt,241
24-02-2023,7535,cooking oil,Lt,225
24-02-2023,7535,cooking oil,Lt,132
24-02-2023,7537,cooking oil,Lt,130
24-02-2023,7545,cooking oil,Lt,143
24-02-2023,7559,cooking oil,Lt,138
24-02-2023,7567,cooking oil,Lt,226
24-02-2023,7570,cooking oil,Lt,147
24-02-2023,7648,cooking oil,Lt,123
24-02-2023,7662,cooking oil,Lt,232
24-02-2023,7664,cooking oil,Lt,132
24-02-2023,7665,cooking oil,Lt,205
24-02-2023,7668,cooking oil,Lt,130
24-02-2023,7669,cooking oil,Lt,162
24-02-2023,7669,cooking oil,Lt,250
24-02-2023,7691,cooking oil,Lt,206
24-02-2023,7704,cooking oil,Lt,194
24-02-2023,7709,cooking oil,Lt,149
24-02-2023,7713,cooking oil,Lt,179
24-02-2023,7723,cooking oil,Lt,176
24-02-2023,7729,cooking oil,Lt,243
24-02-2023,7741,cooking oil,Lt,227
24-02-2023,7743,cooking oil,Lt,129
24-02-2023,7747,cooking oil,Lt,124
24-02-2023,7871,cooking oil,Lt,176
24-02-2023,7883,cooking oil,Lt,142
24-02-2023,7884,cooking oil,Lt,249
24-02-2023,7885,cooking oil,Lt,206
24-02-2023,7925,cooking oil,Lt,191
24-02-2023,7931,cooking oil,Lt,181
24-02-2023,7948,cooking oil,Lt,214
24-02-2023,7953,cooking oil,Lt,231
24-02-2023,7955,cooking oil,Lt,146
24-02-2023,7956,cooking oil,Lt,217
24-02-2023,7970,cooking oil,Lt,176
24-02-2023,7970,cooking oil,Lt,233
24-02-2023,7973,cooking oil,Lt,144
24-02-2023,7974,cooking oil,Lt,227
24-02-2023,7981,cooking oil,Lt,150
24-02-2023,7983,cooking oil,Lt,162
24-02-2023,7983,cooking oil,Lt,219
24-02-2023,7993,cooking oil,Lt,179
24-02-2023,8010,cooking oil,Lt,121
24-02-2023,8012,cooking oil,Lt,196
24-02-2023,8033,cooking oil,Lt,137
24-02-2023,8145,cooking oil,Lt,189
24-02-2023,8154,cooking oil,Lt,250
24-02-2023,8160,cooking oil,Lt,223
24-02-2023,8162,cooking oil,Lt,219
24-02-2023,8163,cooking oil,Lt,141
24-02-2023,8168,cooking oil,Lt,179
24-02-2023,8171,cooking oil,Lt,241
24-02-2023,8187,cooking oil,Lt,197
24-02-2023,8205,cooking oil,Lt,233
24-02-2023,8213,cooking oil,Lt,186
24-02-2023,8215,cooking oil,Lt,169
24-02-2023,8221,cooking oil,Lt,130
24-02-2023,8226,cooking oil,Lt,212
24-02-2023,8228,cooking oil,Lt,236
24-02-2023,8233,cooking oil,Lt,162
24-02-2023,8233,cooking oil,Lt,157
