ds,Item,units,y
27-07-2022,sugar,KG,94
27-07-2022,sugar,KG,150
27-07-2022,sugar,KG,62
27-07-2022,sugar,KG,197
27-07-2022,sugar,KG,149
27-07-2022,sugar,KG,170
27-07-2022,sugar,KG,189
27-07-2022,sugar,KG,142
27-07-2022,sugar,KG,104
27-07-2022,sugar,KG,187
27-07-2022,sugar,KG,76
27-07-2022,sugar,KG,79
28-07-2022,sugar,KG,76
28-07-2022,sugar,KG,59
28-07-2022,sugar,KG,200
28-07-2022,sugar,KG,193
28-07-2022,sugar,KG,65
28-07-2022,sugar,KG,89
28-07-2022,sugar,KG,70
28-07-2022,sugar,KG,171
28-07-2022,sugar,KG,146
28-07-2022,sugar,KG,144
28-07-2022,sugar,KG,177
28-07-2022,sugar,KG,124
28-07-2022,sugar,KG,156
28-07-2022,sugar,KG,180
28-07-2022,sugar,KG,158
28-07-2022,sugar,KG,193
28-07-2022,sugar,KG,111
28-07-2022,sugar,KG,68
28-07-2022,sugar,KG,71
28-07-2022,sugar,KG,150
28-07-2022,sugar,KG,135
28-07-2022,sugar,KG,66
28-07-2022,sugar,KG,194
28-07-2022,sugar,KG,196
29-07-2022,sugar,KG,155
29-07-2022,sugar,KG,116
29-07-2022,sugar,KG,107
29-07-2022,sugar,KG,170
29-07-2022,sugar,KG,158
29-07-2022,sugar,KG,91
29-07-2022,sugar,KG,67
29-07-2022,sugar,KG,58
29-07-2022,sugar,KG,190
29-07-2022,sugar,KG,164
29-07-2022,sugar,KG,163
29-07-2022,sugar,KG,197
29-07-2022,sugar,KG,144
30-07-2022,sugar,KG,66
30-07-2022,sugar,KG,62
30-07-2022,sugar,KG,85
30-07-2022,sugar,KG,184
30-07-2022,sugar,KG,146
30-07-2022,sugar,KG,81
30-07-2022,sugar,KG,180
30-07-2022,sugar,KG,196
30-07-2022,sugar,KG,143
30-07-2022,sugar,KG,200
30-07-2022,sugar,KG,150
30-07-2022,sugar,KG,111
30-07-2022,sugar,KG,181
30-07-2022,sugar,KG,186
30-07-2022,sugar,KG,177
30-07-2022,sugar,KG,167
30-07-2022,sugar,KG,199
30-07-2022,sugar,KG,182
30-07-2022,sugar,KG,130
30-07-2022,sugar,KG,100
30-07-2022,sugar,KG,155
30-07-2022,sugar,KG,92
31-07-2022,sugar,KG,167
31-07-2022,sugar,KG,181
31-07-2022,sugar,KG,177
31-07-2022,sugar,KG,128
31-07-2022,sugar,KG,161
31-07-2022,sugar,KG,165
31-07-2022,sugar,KG,54
31-07-2022,sugar,KG,123
31-07-2022,sugar,KG,67
31-07-2022,sugar,KG,89
31-07-2022,sugar,KG,167
31-07-2022,sugar,KG,186
31-07-2022,sugar,KG,90
31-07-2022,sugar,KG,66
31-07-2022,sugar,KG,59
31-07-2022,sugar,KG,174
31-07-2022,sugar,KG,144
31-07-2022,sugar,KG,105
31-07-2022,sugar,KG,198
31-07-2022,sugar,KG,87
31-07-2022,sugar,KG,54
31-07-2022,sugar,KG,149
01-08-2022,sugar,KG,140
01-08-2022,sugar,KG,106
01-08-2022,sugar,KG,118
01-08-2022,sugar,KG,196
01-08-2022,sugar,KG,63
01-08-2022,sugar,KG,77
01-08-2022,sugar,KG,74
01-08-2022,sugar,KG,154
01-08-2022,sugar,KG,166
01-08-2022,sugar,KG,113
01-08-2022,sugar,KG,63
01-08-2022,sugar,KG,61
01-08-2022,sugar,KG,51
01-08-2022,sugar,KG,90
01-08-2022,sugar,KG,74
01-08-2022,sugar,KG,76
01-08-2022,sugar,KG,194
01-08-2022,sugar,KG,180
01-08-2022,sugar,KG,70
01-08-2022,sugar,KG,127
01-08-2022,sugar,KG,128
01-08-2022,sugar,KG,194
01-08-2022,sugar,KG,161
01-08-2022,sugar,KG,97
01-08-2022,sugar,KG,181
02-08-2022,sugar,KG,113
02-08-2022,sugar,KG,134
02-08-2022,sugar,KG,52
02-08-2022,sugar,KG,92
02-08-2022,sugar,KG,150
02-08-2022,sugar,KG,188
02-08-2022,sugar,KG,92
02-08-2022,sugar,KG,69
02-08-2022,sugar,KG,191
02-08-2022,sugar,KG,195
02-08-2022,sugar,KG,139
02-08-2022,sugar,KG,118
02-08-2022,sugar,KG,173
02-08-2022,sugar,KG,117
02-08-2022,sugar,KG,191
02-08-2022,sugar,KG,157
02-08-2022,sugar,KG,188
02-08-2022,sugar,KG,87
02-08-2022,sugar,KG,97
02-08-2022,sugar,KG,81
02-08-2022,sugar,KG,191
02-08-2022,sugar,KG,196
02-08-2022,sugar,KG,67
02-08-2022,sugar,KG,182
02-08-2022,sugar,KG,199
02-08-2022,sugar,KG,133
02-08-2022,sugar,KG,141
02-08-2022,sugar,KG,123
02-08-2022,sugar,KG,193
02-08-2022,sugar,KG,104
02-08-2022,sugar,KG,153
03-08-2022,sugar,KG,88
03-08-2022,sugar,KG,114
03-08-2022,sugar,KG,82
03-08-2022,sugar,KG,63
03-08-2022,sugar,KG,80
03-08-2022,sugar,KG,168
03-08-2022,sugar,KG,106
03-08-2022,sugar,KG,74
03-08-2022,sugar,KG,102
03-08-2022,sugar,KG,90
03-08-2022,sugar,KG,157
03-08-2022,sugar,KG,134
03-08-2022,sugar,KG,137
03-08-2022,sugar,KG,97
03-08-2022,sugar,KG,89
03-08-2022,sugar,KG,99
03-08-2022,sugar,KG,126
03-08-2022,sugar,KG,131
03-08-2022,sugar,KG,59
03-08-2022,sugar,KG,99
03-08-2022,sugar,KG,74
03-08-2022,sugar,KG,80
03-08-2022,sugar,KG,89
03-08-2022,sugar,KG,142
03-08-2022,sugar,KG,93
03-08-2022,sugar,KG,171
03-08-2022,sugar,KG,162
03-08-2022,sugar,KG,55
04-08-2022,sugar,KG,167
04-08-2022,sugar,KG,64
04-08-2022,sugar,KG,84
04-08-2022,sugar,KG,85
04-08-2022,sugar,KG,120
04-08-2022,sugar,KG,200
04-08-2022,sugar,KG,161
04-08-2022,sugar,KG,88
04-08-2022,sugar,KG,55
04-08-2022,sugar,KG,99
04-08-2022,sugar,KG,194
04-08-2022,sugar,KG,175
04-08-2022,sugar,KG,59
04-08-2022,sugar,KG,112
04-08-2022,sugar,KG,196
04-08-2022,sugar,KG,188
04-08-2022,sugar,KG,100
04-08-2022,sugar,KG,164
04-08-2022,sugar,KG,133
04-08-2022,sugar,KG,58
04-08-2022,sugar,KG,65
04-08-2022,sugar,KG,137
04-08-2022,sugar,KG,140
04-08-2022,sugar,KG,140
04-08-2022,sugar,KG,142
04-08-2022,sugar,KG,138
04-08-2022,sugar,KG,170
04-08-2022,sugar,KG,96
04-08-2022,sugar,KG,76
04-08-2022,sugar,KG,144
05-08-2022,sugar,KG,163
05-08-2022,sugar,KG,123
05-08-2022,sugar,KG,80
05-08-2022,sugar,KG,132
05-08-2022,sugar,KG,160
05-08-2022,sugar,KG,173
05-08-2022,sugar,KG,193
05-08-2022,sugar,KG,199
05-08-2022,sugar,KG,108
05-08-2022,sugar,KG,113
05-08-2022,sugar,KG,58
05-08-2022,sugar,KG,78
05-08-2022,sugar,KG,138
05-08-2022,sugar,KG,96
05-08-2022,sugar,KG,103
05-08-2022,sugar,KG,160
05-08-2022,sugar,KG,50
05-08-2022,sugar,KG,117
05-08-2022,sugar,KG,107
06-08-2022,sugar,KG,151
06-08-2022,sugar,KG,97
06-08-2022,sugar,KG,111
06-08-2022,sugar,KG,155
06-08-2022,sugar,KG,69
06-08-2022,sugar,KG,111
06-08-2022,sugar,KG,97
06-08-2022,sugar,KG,166
06-08-2022,sugar,KG,53
06-08-2022,sugar,KG,133
06-08-2022,sugar,KG,68
06-08-2022,sugar,KG,144
06-08-2022,sugar,KG,111
06-08-2022,sugar,KG,173
06-08-2022,sugar,KG,199
07-08-2022,sugar,KG,119
07-08-2022,sugar,KG,167
07-08-2022,sugar,KG,149
07-08-2022,sugar,KG,78
07-08-2022,sugar,KG,100
07-08-2022,sugar,KG,94
07-08-2022,sugar,KG,117
07-08-2022,sugar,KG,141
07-08-2022,sugar,KG,76
07-08-2022,sugar,KG,135
07-08-2022,sugar,KG,57
07-08-2022,sugar,KG,175
07-08-2022,sugar,KG,57
07-08-2022,sugar,KG,103
07-08-2022,sugar,KG,54
07-08-2022,sugar,KG,142
07-08-2022,sugar,KG,122
07-08-2022,sugar,KG,91
07-08-2022,sugar,KG,88
07-08-2022,sugar,KG,63
08-08-2022,sugar,KG,162
08-08-2022,sugar,KG,80
08-08-2022,sugar,KG,78
08-08-2022,sugar,KG,136
08-08-2022,sugar,KG,173
08-08-2022,sugar,KG,67
08-08-2022,sugar,KG,77
08-08-2022,sugar,KG,111
08-08-2022,sugar,KG,135
08-08-2022,sugar,KG,103
08-08-2022,sugar,KG,168
08-08-2022,sugar,KG,152
08-08-2022,sugar,KG,77
08-08-2022,sugar,KG,98
08-08-2022,sugar,KG,152
08-08-2022,sugar,KG,52
08-08-2022,sugar,KG,63
08-08-2022,sugar,KG,99
08-08-2022,sugar,KG,154
08-08-2022,sugar,KG,92
08-08-2022,sugar,KG,135
08-08-2022,sugar,KG,134
08-08-2022,sugar,KG,195
08-08-2022,sugar,KG,112
09-08-2022,sugar,KG,59
09-08-2022,sugar,KG,68
09-08-2022,sugar,KG,195
09-08-2022,sugar,KG,90
09-08-2022,sugar,KG,171
09-08-2022,sugar,KG,123
09-08-2022,sugar,KG,76
09-08-2022,sugar,KG,143
09-08-2022,sugar,KG,82
09-08-2022,sugar,KG,127
09-08-2022,sugar,KG,53
09-08-2022,sugar,KG,152
09-08-2022,sugar,KG,179
09-08-2022,sugar,KG,150
09-08-2022,sugar,KG,140
09-08-2022,sugar,KG,136
09-08-2022,sugar,KG,190
09-08-2022,sugar,KG,108
09-08-2022,sugar,KG,157
09-08-2022,sugar,KG,155
09-08-2022,sugar,KG,182
09-08-2022,sugar,KG,122
09-08-2022,sugar,KG,158
10-08-2022,sugar,KG,83
10-08-2022,sugar,KG,103
10-08-2022,sugar,KG,182
10-08-2022,sugar,KG,191
10-08-2022,sugar,KG,81
10-08-2022,sugar,KG,198
10-08-2022,sugar,KG,86
10-08-2022,sugar,KG,90
10-08-2022,sugar,KG,144
10-08-2022,sugar,KG,187
10-08-2022,sugar,KG,89
10-08-2022,sugar,KG,73
10-08-2022,sugar,KG,52
10-08-2022,sugar,KG,131
10-08-2022,sugar,KG,115
10-08-2022,sugar,KG,78
10-08-2022,sugar,KG,167
10-08-2022,sugar,KG,145
10-08-2022,sugar,KG,50
10-08-2022,sugar,KG,76
10-08-2022,sugar,KG,74
10-08-2022,sugar,KG,200
10-08-2022,sugar,KG,145
10-08-2022,sugar,KG,77
11-08-2022,sugar,KG,74
11-08-2022,sugar,KG,161
11-08-2022,sugar,KG,112
11-08-2022,sugar,KG,133
11-08-2022,sugar,KG,73
11-08-2022,sugar,KG,151
11-08-2022,sugar,KG,97
11-08-2022,sugar,KG,118
11-08-2022,sugar,KG,160
11-08-2022,sugar,KG,83
11-08-2022,sugar,KG,131
11-08-2022,sugar,KG,85
11-08-2022,sugar,KG,107
11-08-2022,sugar,KG,170
11-08-2022,sugar,KG,105
11-08-2022,sugar,KG,165
11-08-2022,sugar,KG,92
11-08-2022,sugar,KG,188
11-08-2022,sugar,KG,96
11-08-2022,sugar,KG,128
11-08-2022,sugar,KG,54
11-08-2022,sugar,KG,67
11-08-2022,sugar,KG,139
11-08-2022,sugar,KG,153
11-08-2022,sugar,KG,183
11-08-2022,sugar,KG,113
11-08-2022,sugar,KG,156
11-08-2022,sugar,KG,156
11-08-2022,sugar,KG,82
11-08-2022,sugar,KG,114
12-08-2022,sugar,KG,200
12-08-2022,sugar,KG,177
12-08-2022,sugar,KG,166
12-08-2022,sugar,KG,104
12-08-2022,sugar,KG,117
12-08-2022,sugar,KG,125
12-08-2022,sugar,KG,68
12-08-2022,sugar,KG,68
12-08-2022,sugar,KG,54
12-08-2022,sugar,KG,154
12-08-2022,sugar,KG,51
12-08-2022,sugar,KG,140
12-08-2022,sugar,KG,98
12-08-2022,sugar,KG,129
12-08-2022,sugar,KG,179
12-08-2022,sugar,KG,186
12-08-2022,sugar,KG,180
12-08-2022,sugar,KG,115
12-08-2022,sugar,KG,115
12-08-2022,sugar,KG,152
12-08-2022,sugar,KG,133
12-08-2022,sugar,KG,132
12-08-2022,sugar,KG,179
12-08-2022,sugar,KG,189
13-08-2022,sugar,KG,99
13-08-2022,sugar,KG,104
13-08-2022,sugar,KG,150
13-08-2022,sugar,KG,115
13-08-2022,sugar,KG,199
13-08-2022,sugar,KG,144
13-08-2022,sugar,KG,170
13-08-2022,sugar,KG,173
13-08-2022,sugar,KG,78
13-08-2022,sugar,KG,189
13-08-2022,sugar,KG,60
13-08-2022,sugar,KG,108
13-08-2022,sugar,KG,192
13-08-2022,sugar,KG,105
13-08-2022,sugar,KG,85
13-08-2022,sugar,KG,183
13-08-2022,sugar,KG,72
13-08-2022,sugar,KG,162
13-08-2022,sugar,KG,71
13-08-2022,sugar,KG,114
13-08-2022,sugar,KG,192
13-08-2022,sugar,KG,70
13-08-2022,sugar,KG,162
13-08-2022,sugar,KG,172
13-08-2022,sugar,KG,74
13-08-2022,sugar,KG,51
13-08-2022,sugar,KG,156
13-08-2022,sugar,KG,200
13-08-2022,sugar,KG,112
14-08-2022,sugar,KG,130
14-08-2022,sugar,KG,124
14-08-2022,sugar,KG,179
14-08-2022,sugar,KG,127
14-08-2022,sugar,KG,156
14-08-2022,sugar,KG,119
14-08-2022,sugar,KG,75
14-08-2022,sugar,KG,61
14-08-2022,sugar,KG,70
14-08-2022,sugar,KG,99
14-08-2022,sugar,KG,67
14-08-2022,sugar,KG,83
14-08-2022,sugar,KG,163
14-08-2022,sugar,KG,153
14-08-2022,sugar,KG,148
14-08-2022,sugar,KG,126
14-08-2022,sugar,KG,89
14-08-2022,sugar,KG,199
14-08-2022,sugar,KG,194
14-08-2022,sugar,KG,118
14-08-2022,sugar,KG,59
14-08-2022,sugar,KG,124
14-08-2022,sugar,KG,68
14-08-2022,sugar,KG,127
15-08-2022,sugar,KG,198
15-08-2022,sugar,KG,146
15-08-2022,sugar,KG,88
15-08-2022,sugar,KG,62
15-08-2022,sugar,KG,112
15-08-2022,sugar,KG,152
15-08-2022,sugar,KG,92
15-08-2022,sugar,KG,171
15-08-2022,sugar,KG,84
15-08-2022,sugar,KG,92
15-08-2022,sugar,KG,55
15-08-2022,sugar,KG,168
15-08-2022,sugar,KG,85
15-08-2022,sugar,KG,87
15-08-2022,sugar,KG,183
15-08-2022,sugar,KG,52
16-08-2022,sugar,KG,111
16-08-2022,sugar,KG,196
16-08-2022,sugar,KG,150
16-08-2022,sugar,KG,122
16-08-2022,sugar,KG,72
16-08-2022,sugar,KG,131
16-08-2022,sugar,KG,141
16-08-2022,sugar,KG,142
16-08-2022,sugar,KG,104
16-08-2022,sugar,KG,97
16-08-2022,sugar,KG,162
16-08-2022,sugar,KG,109
16-08-2022,sugar,KG,55
16-08-2022,sugar,KG,178
16-08-2022,sugar,KG,173
16-08-2022,sugar,KG,96
16-08-2022,sugar,KG,59
16-08-2022,sugar,KG,168
16-08-2022,sugar,KG,168
16-08-2022,sugar,KG,83
16-08-2022,sugar,KG,110
16-08-2022,sugar,KG,129
16-08-2022,sugar,KG,168
16-08-2022,sugar,KG,166
16-08-2022,sugar,KG,164
16-08-2022,sugar,KG,171
16-08-2022,sugar,KG,165
16-08-2022,sugar,KG,200
17-08-2022,sugar,KG,151
17-08-2022,sugar,KG,155
17-08-2022,sugar,KG,91
17-08-2022,sugar,KG,110
17-08-2022,sugar,KG,186
17-08-2022,sugar,KG,183
17-08-2022,sugar,KG,138
17-08-2022,sugar,KG,55
17-08-2022,sugar,KG,92
17-08-2022,sugar,KG,58
17-08-2022,sugar,KG,145
17-08-2022,sugar,KG,67
17-08-2022,sugar,KG,162
17-08-2022,sugar,KG,130
17-08-2022,sugar,KG,137
17-08-2022,sugar,KG,145
17-08-2022,sugar,KG,200
17-08-2022,sugar,KG,194
17-08-2022,sugar,KG,71
17-08-2022,sugar,KG,185
17-08-2022,sugar,KG,86
17-08-2022,sugar,KG,177
17-08-2022,sugar,KG,191
17-08-2022,sugar,KG,84
18-08-2022,sugar,KG,154
18-08-2022,sugar,KG,88
18-08-2022,sugar,KG,51
18-08-2022,sugar,KG,134
18-08-2022,sugar,KG,154
18-08-2022,sugar,KG,91
18-08-2022,sugar,KG,147
18-08-2022,sugar,KG,186
18-08-2022,sugar,KG,79
18-08-2022,sugar,KG,72
18-08-2022,sugar,KG,178
18-08-2022,sugar,KG,148
18-08-2022,sugar,KG,177
18-08-2022,sugar,KG,169
18-08-2022,sugar,KG,66
18-08-2022,sugar,KG,189
18-08-2022,sugar,KG,100
18-08-2022,sugar,KG,135
19-08-2022,sugar,KG,149
19-08-2022,sugar,KG,165
19-08-2022,sugar,KG,145
19-08-2022,sugar,KG,76
19-08-2022,sugar,KG,109
19-08-2022,sugar,KG,179
19-08-2022,sugar,KG,72
19-08-2022,sugar,KG,50
19-08-2022,sugar,KG,187
19-08-2022,sugar,KG,172
19-08-2022,sugar,KG,131
19-08-2022,sugar,KG,181
19-08-2022,sugar,KG,76
19-08-2022,sugar,KG,72
19-08-2022,sugar,KG,101
19-08-2022,sugar,KG,200
19-08-2022,sugar,KG,72
19-08-2022,sugar,KG,139
19-08-2022,sugar,KG,168
19-08-2022,sugar,KG,191
19-08-2022,sugar,KG,61
19-08-2022,sugar,KG,113
19-08-2022,sugar,KG,158
19-08-2022,sugar,KG,125
19-08-2022,sugar,KG,179
19-08-2022,sugar,KG,183
20-08-2022,sugar,KG,195
20-08-2022,sugar,KG,178
20-08-2022,sugar,KG,200
20-08-2022,sugar,KG,152
20-08-2022,sugar,KG,151
20-08-2022,sugar,KG,115
20-08-2022,sugar,KG,186
20-08-2022,sugar,KG,111
20-08-2022,sugar,KG,105
20-08-2022,sugar,KG,180
20-08-2022,sugar,KG,136
20-08-2022,sugar,KG,148
20-08-2022,sugar,KG,110
20-08-2022,sugar,KG,71
20-08-2022,sugar,KG,168
20-08-2022,sugar,KG,69
20-08-2022,sugar,KG,53
21-08-2022,sugar,KG,80
21-08-2022,sugar,KG,143
21-08-2022,sugar,KG,59
21-08-2022,sugar,KG,75
21-08-2022,sugar,KG,131
21-08-2022,sugar,KG,108
21-08-2022,sugar,KG,79
21-08-2022,sugar,KG,197
21-08-2022,sugar,KG,152
21-08-2022,sugar,KG,106
21-08-2022,sugar,KG,159
21-08-2022,sugar,KG,176
21-08-2022,sugar,KG,81
21-08-2022,sugar,KG,97
21-08-2022,sugar,KG,147
21-08-2022,sugar,KG,106
21-08-2022,sugar,KG,90
21-08-2022,sugar,KG,137
21-08-2022,sugar,KG,136
21-08-2022,sugar,KG,157
21-08-2022,sugar,KG,164
21-08-2022,sugar,KG,172
21-08-2022,sugar,KG,164
21-08-2022,sugar,KG,192
22-08-2022,sugar,KG,64
22-08-2022,sugar,KG,184
22-08-2022,sugar,KG,54
22-08-2022,sugar,KG,166
22-08-2022,sugar,KG,196
22-08-2022,sugar,KG,160
22-08-2022,sugar,KG,180
22-08-2022,sugar,KG,172
22-08-2022,sugar,KG,124
22-08-2022,sugar,KG,70
22-08-2022,sugar,KG,136
22-08-2022,sugar,KG,68
22-08-2022,sugar,KG,166
22-08-2022,sugar,KG,89
23-08-2022,sugar,KG,72
23-08-2022,sugar,KG,137
23-08-2022,sugar,KG,172
23-08-2022,sugar,KG,200
23-08-2022,sugar,KG,182
23-08-2022,sugar,KG,121
23-08-2022,sugar,KG,168
23-08-2022,sugar,KG,169
23-08-2022,sugar,KG,97
23-08-2022,sugar,KG,146
23-08-2022,sugar,KG,99
23-08-2022,sugar,KG,91
23-08-2022,sugar,KG,96
23-08-2022,sugar,KG,164
23-08-2022,sugar,KG,109
23-08-2022,sugar,KG,145
23-08-2022,sugar,KG,147
23-08-2022,sugar,KG,179
23-08-2022,sugar,KG,125
23-08-2022,sugar,KG,54
23-08-2022,sugar,KG,108
23-08-2022,sugar,KG,137
24-08-2022,sugar,KG,90
24-08-2022,sugar,KG,190
24-08-2022,sugar,KG,115
24-08-2022,sugar,KG,86
24-08-2022,sugar,KG,104
24-08-2022,sugar,KG,186
24-08-2022,sugar,KG,194
24-08-2022,sugar,KG,132
24-08-2022,sugar,KG,88
24-08-2022,sugar,KG,86
24-08-2022,sugar,KG,187
24-08-2022,sugar,KG,112
24-08-2022,sugar,KG,97
24-08-2022,sugar,KG,87
24-08-2022,sugar,KG,175
24-08-2022,sugar,KG,77
24-08-2022,sugar,KG,163
25-08-2022,sugar,KG,134
25-08-2022,sugar,KG,182
25-08-2022,sugar,KG,199
25-08-2022,sugar,KG,133
25-08-2022,sugar,KG,65
25-08-2022,sugar,KG,82
25-08-2022,sugar,KG,71
25-08-2022,sugar,KG,104
25-08-2022,sugar,KG,169
25-08-2022,sugar,KG,196
25-08-2022,sugar,KG,63
25-08-2022,sugar,KG,97
25-08-2022,sugar,KG,125
25-08-2022,sugar,KG,99
25-08-2022,sugar,KG,129
26-08-2022,sugar,KG,162
26-08-2022,sugar,KG,128
26-08-2022,sugar,KG,180
26-08-2022,sugar,KG,66
26-08-2022,sugar,KG,83
26-08-2022,sugar,KG,80
26-08-2022,sugar,KG,184
26-08-2022,sugar,KG,138
26-08-2022,sugar,KG,100
26-08-2022,sugar,KG,95
26-08-2022,sugar,KG,159
26-08-2022,sugar,KG,167
26-08-2022,sugar,KG,60
26-08-2022,sugar,KG,137
26-08-2022,sugar,KG,120
26-08-2022,sugar,KG,112
26-08-2022,sugar,KG,61
26-08-2022,sugar,KG,137
26-08-2022,sugar,KG,53
26-08-2022,sugar,KG,138
26-08-2022,sugar,KG,112
26-08-2022,sugar,KG,144
26-08-2022,sugar,KG,96
26-08-2022,sugar,KG,191
26-08-2022,sugar,KG,160
26-08-2022,sugar,KG,50
27-08-2022,sugar,KG,53
27-08-2022,sugar,KG,200
27-08-2022,sugar,KG,58
27-08-2022,sugar,KG,200
27-08-2022,sugar,KG,113
27-08-2022,sugar,KG,153
27-08-2022,sugar,KG,76
27-08-2022,sugar,KG,178
27-08-2022,sugar,KG,139
27-08-2022,sugar,KG,112
27-08-2022,sugar,KG,173
27-08-2022,sugar,KG,92
27-08-2022,sugar,KG,197
27-08-2022,sugar,KG,127
27-08-2022,sugar,KG,123
27-08-2022,sugar,KG,156
28-08-2022,sugar,KG,110
28-08-2022,sugar,KG,130
28-08-2022,sugar,KG,55
28-08-2022,sugar,KG,102
28-08-2022,sugar,KG,200
28-08-2022,sugar,KG,173
28-08-2022,sugar,KG,132
28-08-2022,sugar,KG,140
28-08-2022,sugar,KG,153
28-08-2022,sugar,KG,174
28-08-2022,sugar,KG,85
28-08-2022,sugar,KG,58
28-08-2022,sugar,KG,102
28-08-2022,sugar,KG,118
28-08-2022,sugar,KG,84
28-08-2022,sugar,KG,200
28-08-2022,sugar,KG,133
28-08-2022,sugar,KG,148
28-08-2022,sugar,KG,174
28-08-2022,sugar,KG,98
28-08-2022,sugar,KG,92
28-08-2022,sugar,KG,72
28-08-2022,sugar,KG,141
28-08-2022,sugar,KG,73
28-08-2022,sugar,KG,84
28-08-2022,sugar,KG,148
28-08-2022,sugar,KG,121
28-08-2022,sugar,KG,76
28-08-2022,sugar,KG,87
29-08-2022,sugar,KG,104
29-08-2022,sugar,KG,85
29-08-2022,sugar,KG,182
29-08-2022,sugar,KG,121
29-08-2022,sugar,KG,176
29-08-2022,sugar,KG,124
29-08-2022,sugar,KG,198
29-08-2022,sugar,KG,124
29-08-2022,sugar,KG,153
29-08-2022,sugar,KG,160
29-08-2022,sugar,KG,145
30-08-2022,sugar,KG,62
30-08-2022,sugar,KG,142
30-08-2022,sugar,KG,63
30-08-2022,sugar,KG,121
30-08-2022,sugar,KG,106
30-08-2022,sugar,KG,147
30-08-2022,sugar,KG,114
30-08-2022,sugar,KG,162
30-08-2022,sugar,KG,144
30-08-2022,sugar,KG,185
30-08-2022,sugar,KG,169
30-08-2022,sugar,KG,151
30-08-2022,sugar,KG,94
30-08-2022,sugar,KG,78
30-08-2022,sugar,KG,135
30-08-2022,sugar,KG,154
30-08-2022,sugar,KG,133
30-08-2022,sugar,KG,143
31-08-2022,sugar,KG,174
31-08-2022,sugar,KG,122
31-08-2022,sugar,KG,172
31-08-2022,sugar,KG,115
31-08-2022,sugar,KG,192
31-08-2022,sugar,KG,177
31-08-2022,sugar,KG,198
31-08-2022,sugar,KG,85
31-08-2022,sugar,KG,153
31-08-2022,sugar,KG,161
31-08-2022,sugar,KG,184
31-08-2022,sugar,KG,63
01-09-2022,sugar,KG,65
01-09-2022,sugar,KG,192
01-09-2022,sugar,KG,200
01-09-2022,sugar,KG,159
01-09-2022,sugar,KG,77
01-09-2022,sugar,KG,58
01-09-2022,sugar,KG,179
01-09-2022,sugar,KG,167
01-09-2022,sugar,KG,68
01-09-2022,sugar,KG,143
01-09-2022,sugar,KG,64
01-09-2022,sugar,KG,77
01-09-2022,sugar,KG,156
01-09-2022,sugar,KG,146
01-09-2022,sugar,KG,56
01-09-2022,sugar,KG,93
01-09-2022,sugar,KG,130
01-09-2022,sugar,KG,109
01-09-2022,sugar,KG,80
01-09-2022,sugar,KG,135
01-09-2022,sugar,KG,110
01-09-2022,sugar,KG,119
01-09-2022,sugar,KG,54
01-09-2022,sugar,KG,78
01-09-2022,sugar,KG,106
02-09-2022,sugar,KG,182
02-09-2022,sugar,KG,114
02-09-2022,sugar,KG,72
02-09-2022,sugar,KG,163
02-09-2022,sugar,KG,159
02-09-2022,sugar,KG,126
02-09-2022,sugar,KG,161
02-09-2022,sugar,KG,142
02-09-2022,sugar,KG,70
02-09-2022,sugar,KG,62
02-09-2022,sugar,KG,53
02-09-2022,sugar,KG,104
02-09-2022,sugar,KG,96
02-09-2022,sugar,KG,172
02-09-2022,sugar,KG,105
02-09-2022,sugar,KG,112
02-09-2022,sugar,KG,174
02-09-2022,sugar,KG,155
02-09-2022,sugar,KG,154
02-09-2022,sugar,KG,157
02-09-2022,sugar,KG,61
02-09-2022,sugar,KG,56
03-09-2022,sugar,KG,91
03-09-2022,sugar,KG,103
03-09-2022,sugar,KG,72
03-09-2022,sugar,KG,107
03-09-2022,sugar,KG,157
03-09-2022,sugar,KG,126
03-09-2022,sugar,KG,54
03-09-2022,sugar,KG,160
03-09-2022,sugar,KG,179
03-09-2022,sugar,KG,155
03-09-2022,sugar,KG,61
03-09-2022,sugar,KG,167
03-09-2022,sugar,KG,153
03-09-2022,sugar,KG,143
03-09-2022,sugar,KG,194
03-09-2022,sugar,KG,119
03-09-2022,sugar,KG,184
03-09-2022,sugar,KG,116
03-09-2022,sugar,KG,130
03-09-2022,sugar,KG,84
03-09-2022,sugar,KG,75
03-09-2022,sugar,KG,131
03-09-2022,sugar,KG,115
03-09-2022,sugar,KG,112
03-09-2022,sugar,KG,110
03-09-2022,sugar,KG,188
03-09-2022,sugar,KG,166
03-09-2022,sugar,KG,137
03-09-2022,sugar,KG,84
04-09-2022,sugar,KG,76
04-09-2022,sugar,KG,141
04-09-2022,sugar,KG,75
04-09-2022,sugar,KG,139
04-09-2022,sugar,KG,59
04-09-2022,sugar,KG,170
04-09-2022,sugar,KG,186
04-09-2022,sugar,KG,188
04-09-2022,sugar,KG,200
04-09-2022,sugar,KG,149
04-09-2022,sugar,KG,106
04-09-2022,sugar,KG,141
04-09-2022,sugar,KG,178
04-09-2022,sugar,KG,53
04-09-2022,sugar,KG,74
04-09-2022,sugar,KG,83
04-09-2022,sugar,KG,166
04-09-2022,sugar,KG,87
04-09-2022,sugar,KG,185
04-09-2022,sugar,KG,107
04-09-2022,sugar,KG,110
04-09-2022,sugar,KG,193
04-09-2022,sugar,KG,123
04-09-2022,sugar,KG,186
04-09-2022,sugar,KG,158
05-09-2022,sugar,KG,120
