ds,cid,item,y
06-05-2022,7143,Pista,318
11-09-2022,62155,Pista,182
09-06-2022,88163,Pista,304
21-06-2022,109487,Pista,230
09-02-2022,1,Pista,345
28-04-2022,4993,Pista,341
19-08-2022,63082,Pista,391
06-03-2022,102445,Pista,342
23-08-2022,150,Pista,394
24-04-2022,25,Pista,291
10-01-2022,95,Pista,343
21-03-2022,165,Pista,369
21-07-2022,232,Pista,394
05-08-2022,309,Pista,329
23-10-2022,367,Pista,303
19-10-2022,515,Pista,251
21-11-2022,610,Pista,343
10-05-2022,784,Pista,387
11-02-2022,1223,Pista,370
08-11-2022,785,Pista,337
04-03-2022,2762,Pista,264
04-11-2022,736,Pista,189
08-12-2022,541,Pista,302
31-05-2022,1247,Pista,390
20-10-2022,2407,Pista,344
09-11-2022,5218,Pista,396
28-03-2022,33166,Pista,231
09-10-2022,81591,Pista,180
30-11-2022,103335,Pista,309
12-01-2022,122882,Pista,369
07-04-2022,52,Pista,393
18-04-2022,367,Pista,190
03-06-2022,573,Pista,309
31-08-2022,909,Pista,347
14-01-2022,943,Pista,308
27-05-2022,1035,Pista,199
22-10-2022,1172,Pista,302
08-05-2022,1227,Pista,269
20-03-2022,1269,Pista,393
17-05-2022,1387,Pista,220
27-01-2022,265,Pista,284
28-08-2022,750,Pista,349
19-10-2022,926,Pista,313
01-08-2022,1084,Pista,250
31-07-2022,1204,Pista,358
24-09-2022,1250,Pista,238
16-04-2022,1302,Pista,211
24-02-2022,1784,Pista,358
19-04-2022,2064,Pista,375
09-09-2022,2677,Pista,194
29-01-2022,2959,Pista,347
12-11-2022,3201,Pista,294
01-08-2022,3547,Pista,205
15-04-2022,3976,Pista,353
06-11-2022,4523,Pista,307
11-06-2022,5291,Pista,193
22-08-2022,5992,Pista,316
30-01-2022,6620,Pista,234
29-09-2022,6982,Pista,245
28-08-2022,7234,Pista,354
28-09-2022,8143,Pista,317
16-08-2022,8873,Pista,340
20-08-2022,37733,Pista,384
23-09-2022,68838,Pista,187
10-01-2022,551,Pista,314
21-02-2022,1252,Pista,338
08-11-2022,2406,Pista,245
20-09-2022,4027,Pista,373
29-03-2022,2871,Pista,241
19-12-2022,22,Pista,286
15-11-2022,259,Pista,235
08-10-2022,377,Pista,200
23-11-2022,682,Pista,311
06-12-2022,95,Pista,314
18-08-2022,329,Pista,343
28-10-2022,553,Pista,309
31-07-2022,165,Pista,290
09-01-2022,441,Pista,319
04-02-2022,736,Pista,398
05-08-2022,1407,Pista,218
01-08-2022,1722,Pista,181
23-12-2022,2338,Pista,340
01-05-2022,2762,Pista,334
08-05-2022,3257,Pista,395
07-02-2022,2406,Pista,221
11-10-2022,356,Pista,288
16-05-2022,671,Pista,289
25-10-2022,11,Pista,205
18-06-2022,50,Pista,310
08-08-2022,158,Pista,358
02-05-2022,208,Pista,367
30-09-2022,282,Pista,369
25-11-2022,337,Pista,298
19-03-2022,374,Pista,230
11-01-2022,455,Pista,256
05-01-2022,519,Pista,287
22-08-2022,587,Pista,241
18-10-2022,2006,Pista,193
25-10-2022,265,Pista,221
14-10-2022,521,Pista,200
19-09-2022,1240,Pista,330
10-05-2022,1676,Pista,319
17-11-2022,2324,Pista,188
05-06-2022,2908,Pista,289
04-11-2022,3809,Pista,331
18-10-2022,4834,Pista,198
14-05-2022,5881,Pista,244
10-09-2022,500,Pista,375
03-10-2022,2145,Pista,185
17-09-2022,7153,Pista,343
19-02-2022,2028,Pista,356
13-04-2022,1717,Pista,374
02-05-2022,260,Pista,250
01-06-2022,3969,Pista,321
07-08-2022,3448,Pista,246
15-05-2022,2422,Pista,241
12-08-2022,95441,Pista,343
03-09-2022,380,Pista,273
22-08-2022,1307,Pista,240
04-07-2022,2028,Pista,205
22-09-2022,3683,Pista,334
25-02-2022,70286,Pista,231
02-07-2022,5507,Pista,197
03-10-2022,1668,Pista,234
01-12-2022,3526,Pista,348
02-05-2022,1,Pista,217
01-06-2022,1148,Pista,349
18-06-2022,2289,Pista,293
14-11-2022,7153,Pista,362
17-08-2022,858,Pista,319
31-07-2022,1217,Pista,308
13-03-2022,2010,Pista,399
19-06-2022,3168,Pista,283
15-01-2022,4406,Pista,375
14-08-2022,7063,Pista,255
18-02-2022,8874,Pista,367
08-12-2022,247,Pista,336
09-05-2022,457,Pista,283
03-02-2022,1097,Pista,344
03-12-2022,1259,Pista,290
30-09-2022,1580,Pista,209
24-08-2022,2020,Pista,287
19-09-2022,2700,Pista,254
15-08-2022,3178,Pista,271
11-11-2022,4306,Pista,273
21-05-2022,420,Pista,220
08-11-2022,1240,Pista,218
14-02-2022,2009,Pista,300
21-07-2022,2944,Pista,214
21-02-2022,3450,Pista,256
28-07-2022,329,Pista,233
10-12-2022,942,Pista,215
12-12-2022,1270,Pista,346
23-07-2022,2081,Pista,214
19-08-2022,150,Pista,385
28-03-2022,457,Pista,320
28-12-2022,719,Pista,249
15-04-2022,1278,Pista,371
07-05-2022,1968,Pista,359
16-05-2022,2539,Pista,342
09-11-2022,3247,Pista,364
30-11-2022,4876,Pista,236
30-08-2022,260,Pista,382
03-07-2022,858,Pista,241
08-11-2022,1213,Pista,252
18-09-2022,1527,Pista,367
10-09-2022,2081,Pista,378
11-10-2022,3147,Pista,353
01-07-2022,4720,Pista,222
14-06-2022,5959,Pista,325
27-05-2022,7293,Pista,218
11-09-2022,8908,Pista,267
16-09-2022,40815,Pista,204
11-12-2022,48520,Pista,383
17-06-2022,54256,Pista,230
27-12-2022,60069,Pista,399
13-12-2022,71530,Pista,185
20-01-2022,81932,Pista,379
11-04-2022,89804,Pista,368
31-01-2022,98961,Pista,336
05-04-2022,106489,Pista,293
28-11-2022,112556,Pista,247
14-05-2022,128360,Pista,321
29-11-2022,160573,Pista,220
23-08-2022,293,Pista,383
23-10-2022,1028,Pista,335
06-07-2022,1221,Pista,262
02-05-2022,1387,Pista,359
22-04-2022,2288,Pista,270
23-07-2022,2762,Pista,188
06-12-2022,4011,Pista,381
19-09-2022,5218,Pista,395
03-08-2022,6593,Pista,240
29-06-2022,8334,Pista,388
28-06-2022,26122,Pista,244
11-05-2022,33679,Pista,396
23-03-2022,45730,Pista,331
13-06-2022,55820,Pista,243
23-04-2022,64614,Pista,294
01-09-2022,74458,Pista,361
23-12-2022,87222,Pista,281
02-06-2022,110781,Pista,345
30-12-2022,2355,Pista,247
06-06-2022,2083,Pista,330
18-08-2022,2100,Pista,338
16-07-2022,88125,Pista,265
07-06-2022,2107,Pista,341
17-07-2022,370,Pista,205
08-01-2022,95,Pista,349
17-02-2022,253,Pista,193
14-09-2022,357,Pista,375
14-05-2022,475,Pista,318
21-11-2022,597,Pista,348
21-07-2022,45,Pista,383
03-10-2022,141,Pista,237
19-01-2022,230,Pista,190
23-06-2022,296,Pista,377
30-08-2022,367,Pista,295
15-08-2022,468,Pista,241
15-08-2022,542,Pista,367
14-12-2022,707,Pista,317
23-06-2022,838,Pista,200
20-05-2022,1015,Pista,196
17-08-2022,1120,Pista,289
01-05-2022,1257,Pista,210
16-02-2022,1331,Pista,310
10-12-2022,1432,Pista,311
30-09-2022,1580,Pista,181
02-01-2022,1641,Pista,181
01-03-2022,1759,Pista,215
26-07-2022,1892,Pista,207
28-07-2022,2001,Pista,376
30-05-2022,2145,Pista,324
05-04-2022,2268,Pista,392
15-08-2022,2359,Pista,346
01-06-2022,2490,Pista,184
26-05-2022,2682,Pista,327
20-08-2022,2802,Pista,282
02-04-2022,2956,Pista,185
25-12-2022,3147,Pista,304
04-03-2022,3267,Pista,363
11-06-2022,3481,Pista,194
10-03-2022,3686,Pista,283
31-01-2022,3948,Pista,285
30-06-2022,4016,Pista,313
05-08-2022,4234,Pista,182
07-05-2022,4499,Pista,288
11-04-2022,4890,Pista,210
20-04-2022,5388,Pista,200
12-04-2022,5952,Pista,376
09-09-2022,6934,Pista,287
20-04-2022,30898,Pista,194
10-04-2022,1374,Pista,372
08-01-2022,111,Pista,350
14-02-2022,858,Pista,323
17-02-2022,1479,Pista,377
11-06-2022,2628,Pista,254
22-11-2022,3998,Pista,357
05-02-2022,5418,Pista,287
20-08-2022,6383,Pista,374
16-12-2022,8371,Pista,270
23-12-2022,1194,Pista,213
21-04-2022,44191,Pista,193
21-03-2022,588,Pista,260
27-11-2022,1814,Pista,398
28-09-2022,2973,Pista,373
17-01-2022,8961,Pista,377
26-03-2022,185,Pista,341
21-06-2022,733,Pista,180
31-01-2022,1994,Pista,290
04-11-2022,4011,Pista,186
04-11-2022,8636,Pista,371
12-04-2022,5,Pista,392
24-09-2022,21,Pista,219
01-02-2022,316,Pista,294
25-06-2022,431,Pista,342
12-08-2022,2858,Pista,399
27-10-2022,1527,Pista,357
09-11-2022,6502,Pista,397
21-10-2022,68952,Pista,245
12-02-2022,2710,Pista,328
10-06-2022,377,Pista,368
08-04-2022,68237,Pista,280
16-06-2022,908,Pista,328
27-07-2022,1321,Pista,244
10-12-2022,31116,Pista,279
09-02-2022,1036,Pista,218
25-09-2022,1917,Pista,355
17-10-2022,2840,Pista,361
12-05-2022,3980,Pista,389
31-01-2022,4343,Pista,329
31-08-2022,4899,Pista,220
30-11-2022,5463,Pista,205
26-12-2022,6213,Pista,351
30-10-2022,6942,Pista,342
08-05-2022,8529,Pista,274
31-07-2022,27837,Pista,398
11-08-2022,33679,Pista,310
08-11-2022,43558,Pista,392
24-12-2022,46972,Pista,340
28-09-2022,51575,Pista,206
14-11-2022,57528,Pista,331
07-08-2022,63436,Pista,269
21-07-2022,69712,Pista,329
05-04-2022,78105,Pista,260
21-03-2022,87876,Pista,360
24-03-2022,95105,Pista,247
21-09-2022,102481,Pista,341
28-01-2022,110102,Pista,348
07-01-2022,118696,Pista,357
06-07-2022,110,Pista,289
17-11-2022,762,Pista,380
31-05-2022,1527,Pista,196
15-09-2022,2683,Pista,217
12-12-2022,296,Pista,351
11-09-2022,2571,Pista,223
07-04-2022,2020,Pista,214
28-04-2022,292,Pista,338
10-07-2022,3,Pista,257
21-07-2022,1374,Pista,220
06-12-2022,5952,Pista,269
04-12-2022,300,Pista,379
30-05-2022,1285,Pista,269
20-05-2022,2416,Pista,251
24-09-2022,344,Pista,223
28-05-2022,858,Pista,329
14-05-2022,1569,Pista,195
08-01-2022,2396,Pista,285
01-06-2022,4025,Pista,355
09-11-2022,6863,Pista,198
27-09-2022,47,Pista,352
17-01-2022,377,Pista,305
26-04-2022,673,Pista,383
18-09-2022,1200,Pista,312
14-11-2022,1499,Pista,292
04-03-2022,1907,Pista,271
17-10-2022,2123,Pista,241
20-07-2022,2571,Pista,228
14-12-2022,3000,Pista,336
04-05-2022,3753,Pista,391
11-09-2022,4519,Pista,308
12-09-2022,5247,Pista,301
11-10-2022,5952,Pista,391
23-04-2022,6934,Pista,358
22-10-2022,8531,Pista,283
05-11-2022,27660,Pista,318
18-02-2022,40815,Pista,219
05-09-2022,49649,Pista,328
12-03-2022,56174,Pista,364
14-12-2022,66097,Pista,215
25-03-2022,73759,Pista,212
13-07-2022,2109,Pista,213
18-04-2022,6,Pista,276
24-03-2022,589,Pista,338
17-03-2022,1617,Pista,294
15-06-2022,4886,Pista,394
06-07-2022,58303,Pista,305
23-05-2022,17,Pista,243
04-03-2022,805,Pista,220
28-02-2022,1,Pista,300
12-11-2022,593,Pista,325
16-09-2022,1645,Pista,212
17-08-2022,2762,Pista,362
03-09-2022,3977,Pista,215
19-04-2022,5349,Pista,302
06-04-2022,6539,Pista,232
07-10-2022,8129,Pista,307
10-07-2022,27839,Pista,271
14-12-2022,42723,Pista,349
03-09-2022,49649,Pista,353
06-10-2022,55232,Pista,299
03-01-2022,59037,Pista,262
01-06-2022,64969,Pista,233
13-03-2022,70336,Pista,394
17-10-2022,77540,Pista,227
02-08-2022,80219,Pista,259
16-04-2022,82459,Pista,290
23-09-2022,85414,Pista,184
27-05-2022,88163,Pista,245
13-10-2022,90866,Pista,252
20-11-2022,94677,Pista,363
31-07-2022,97923,Pista,308
04-09-2022,103249,Pista,289
20-08-2022,108945,Pista,284
27-10-2022,114795,Pista,204
25-05-2022,32,Pista,182
25-12-2022,299,Pista,277
17-11-2022,535,Pista,385
20-04-2022,31,Pista,243
18-08-2022,193,Pista,358
15-07-2022,317,Pista,280
21-04-2022,466,Pista,292
15-11-2022,597,Pista,278
13-06-2022,377,Pista,365
02-03-2022,31,Pista,303
26-10-2022,357,Pista,231
27-03-2022,923,Pista,333
17-07-2022,1228,Pista,212
01-03-2022,1673,Pista,308
06-12-2022,2194,Pista,313
25-05-2022,2951,Pista,222
08-07-2022,4018,Pista,239
11-01-2022,5995,Pista,328
16-04-2022,6953,Pista,237
22-12-2022,27721,Pista,321
28-05-2022,2375,Pista,187
23-07-2022,839,Pista,344
10-06-2022,4128,Pista,394
20-01-2022,43921,Pista,210
26-10-2022,356,Pista,346
27-01-2022,1036,Pista,243
01-03-2022,1292,Pista,283
05-04-2022,2384,Pista,283
19-12-2022,4914,Pista,219
02-07-2022,30810,Pista,215
04-11-2022,68554,Pista,227
19-10-2022,133645,Pista,294
21-04-2022,318,Pista,379
16-12-2022,500,Pista,306
28-08-2022,858,Pista,203
13-08-2022,1206,Pista,295
08-04-2022,1288,Pista,288
11-11-2022,1500,Pista,250
28-12-2022,1722,Pista,267
30-04-2022,2013,Pista,331
16-06-2022,2247,Pista,183
24-11-2022,2431,Pista,237
10-09-2022,2633,Pista,367
11-01-2022,2872,Pista,259
10-12-2022,3114,Pista,365
12-10-2022,3500,Pista,291
10-01-2022,3751,Pista,292
18-09-2022,95,Pista,261
25-11-2022,1263,Pista,320
03-04-2022,25,Pista,337
13-06-2022,247,Pista,186
05-01-2022,440,Pista,207
28-02-2022,648,Pista,264
23-03-2022,586,Pista,267
17-04-2022,1580,Pista,307
04-12-2022,2490,Pista,286
24-05-2022,4973,Pista,336
16-03-2022,46578,Pista,336
17-12-2022,112,Pista,330
22-11-2022,344,Pista,334
11-02-2022,489,Pista,262
07-07-2022,782,Pista,347
17-04-2022,1221,Pista,231
22-04-2022,1589,Pista,207
27-02-2022,2023,Pista,395
11-04-2022,2424,Pista,238
20-03-2022,2959,Pista,290
28-05-2022,3827,Pista,266
14-06-2022,4776,Pista,240
10-12-2022,5630,Pista,334
15-02-2022,7321,Pista,268
24-12-2022,41997,Pista,275
12-10-2022,1120,Pista,198
13-03-2022,76175,Pista,244
16-09-2022,1036,Pista,258
23-11-2022,2329,Pista,206
20-12-2022,4973,Pista,206
14-06-2022,27773,Pista,335
24-01-2022,55820,Pista,195
01-05-2022,70286,Pista,207
22-10-2022,89118,Pista,278
17-04-2022,103341,Pista,211
21-01-2022,112290,Pista,349
01-10-2022,122918,Pista,379
25-01-2022,161922,Pista,390
09-11-2022,1196,Pista,338
01-04-2022,551,Pista,387
31-05-2022,2028,Pista,291
30-07-2022,3996,Pista,337
21-09-2022,4993,Pista,307
10-11-2022,7147,Pista,278
28-01-2022,37729,Pista,200
14-08-2022,55247,Pista,382
05-07-2022,79702,Pista,199
30-06-2022,106696,Pista,248
13-12-2022,134853,Pista,214
09-10-2022,780,Pista,369
25-03-2022,3930,Pista,262
11-03-2022,160,Pista,195
18-03-2022,454,Pista,194
25-02-2022,613,Pista,189
05-06-2022,1036,Pista,184
27-05-2022,1307,Pista,237
29-05-2022,1917,Pista,194
24-06-2022,2268,Pista,249
08-04-2022,2797,Pista,276
14-02-2022,3897,Pista,395
29-09-2022,5064,Pista,196
17-05-2022,6711,Pista,390
27-10-2022,8643,Pista,273
21-11-2022,37741,Pista,217
14-03-2022,6,Pista,361
29-06-2022,63,Pista,285
14-03-2022,145,Pista,246
11-03-2022,198,Pista,347
25-08-2022,267,Pista,352
17-08-2022,337,Pista,267
10-07-2022,407,Pista,182
24-08-2022,480,Pista,334
03-04-2022,547,Pista,363
08-08-2022,611,Pista,218
03-07-2022,743,Pista,369
10-08-2022,841,Pista,322
23-12-2022,923,Pista,315
17-02-2022,1023,Pista,273
17-11-2022,1088,Pista,341
06-07-2022,1172,Pista,376
14-09-2022,1213,Pista,399
19-10-2022,1245,Pista,246
21-09-2022,1276,Pista,340
25-05-2022,1333,Pista,259
06-06-2022,1374,Pista,228
09-04-2022,1431,Pista,224
09-05-2022,1552,Pista,242
01-12-2022,1626,Pista,199
15-07-2022,1711,Pista,311
06-03-2022,1791,Pista,361
23-04-2022,1920,Pista,217
18-07-2022,1973,Pista,255
02-09-2022,2000,Pista,281
01-06-2022,2053,Pista,236
18-03-2022,2093,Pista,336
07-12-2022,2134,Pista,234
03-03-2022,2174,Pista,291
11-06-2022,2302,Pista,242
03-12-2022,2359,Pista,243
18-11-2022,2413,Pista,207
19-05-2022,2502,Pista,276
15-08-2022,2553,Pista,201
06-01-2022,2633,Pista,191
22-11-2022,2701,Pista,314
15-11-2022,2761,Pista,332
05-12-2022,2835,Pista,188
27-02-2022,2912,Pista,380
30-05-2022,3000,Pista,229
20-11-2022,3081,Pista,309
29-05-2022,3185,Pista,367
02-08-2022,3268,Pista,193
09-02-2022,3400,Pista,206
25-08-2022,3483,Pista,310
10-07-2022,3578,Pista,199
07-12-2022,3699,Pista,206
19-06-2022,3770,Pista,360
15-05-2022,3882,Pista,186
05-03-2022,3984,Pista,209
04-06-2022,4047,Pista,294
27-08-2022,4220,Pista,386
22-07-2022,4344,Pista,190
02-01-2022,4446,Pista,271
11-12-2022,4553,Pista,270
24-06-2022,4677,Pista,189
19-11-2022,4770,Pista,180
16-08-2022,4880,Pista,311
06-03-2022,5008,Pista,316
11-10-2022,5108,Pista,235
15-05-2022,5303,Pista,184
17-07-2022,5453,Pista,344
18-01-2022,5553,Pista,346
12-01-2022,5693,Pista,279
21-08-2022,5902,Pista,381
27-07-2022,6093,Pista,389
09-02-2022,6303,Pista,251
17-05-2022,6516,Pista,311
26-03-2022,6660,Pista,247
23-03-2022,6784,Pista,209
29-05-2022,6942,Pista,380
23-02-2022,7020,Pista,323
27-11-2022,7143,Pista,275
29-04-2022,7347,Pista,209
08-07-2022,7618,Pista,369
06-11-2022,7894,Pista,299
21-02-2022,8268,Pista,290
21-07-2022,8641,Pista,313
24-08-2022,8879,Pista,239
05-07-2022,8983,Pista,370
12-11-2022,26236,Pista,265
10-01-2022,26578,Pista,267
18-10-2022,27164,Pista,373
27-08-2022,27831,Pista,223
23-05-2022,31553,Pista,184
29-04-2022,33166,Pista,204
23-12-2022,34405,Pista,362
19-05-2022,39052,Pista,283
01-07-2022,42718,Pista,325
13-01-2022,44849,Pista,188
17-05-2022,46578,Pista,238
07-10-2022,48744,Pista,301
28-04-2022,50794,Pista,243
06-07-2022,52722,Pista,196
18-01-2022,54286,Pista,268
16-05-2022,55765,Pista,332
14-07-2022,58025,Pista,340
22-07-2022,60074,Pista,281
18-04-2022,61818,Pista,290
20-09-2022,66097,Pista,180
17-08-2022,69685,Pista,247
10-08-2022,71390,Pista,257
05-10-2022,73462,Pista,351
22-06-2022,76860,Pista,192
24-02-2022,79057,Pista,195
05-08-2022,80969,Pista,357
28-09-2022,83134,Pista,236
10-11-2022,85997,Pista,349
11-08-2022,88118,Pista,248
23-04-2022,90266,Pista,269
23-04-2022,92420,Pista,199
09-10-2022,94777,Pista,344
11-09-2022,96655,Pista,320
22-10-2022,98445,Pista,376
10-08-2022,101674,Pista,333
22-06-2022,103306,Pista,243
25-04-2022,104913,Pista,341
08-07-2022,106729,Pista,355
07-05-2022,109368,Pista,277
14-10-2022,110591,Pista,357
14-02-2022,113105,Pista,258
02-01-2022,115379,Pista,318
06-01-2022,121231,Pista,357
10-10-2022,125221,Pista,383
15-01-2022,131013,Pista,272
06-11-2022,136020,Pista,210
03-07-2022,144398,Pista,356
21-11-2022,152838,Pista,265
24-02-2022,160896,Pista,206
10-09-2022,170397,Pista,340
13-07-2022,116,Pista,219
15-11-2022,2,Pista,223
11-03-2022,1527,Pista,184
31-03-2022,3593,Pista,218
28-08-2022,5349,Pista,220
28-06-2022,33794,Pista,350
26-05-2022,899,Pista,397
08-12-2022,1654,Pista,393
06-10-2022,541,Pista,377
30-09-2022,6016,Pista,251
17-06-2022,58559,Pista,285
19-06-2022,778,Pista,386
30-01-2022,1704,Pista,321
23-05-2022,5349,Pista,247
16-01-2022,46578,Pista,390
27-05-2022,91529,Pista,322
10-02-2022,1888,Pista,344
01-08-2022,62,Pista,366
16-06-2022,2501,Pista,187
18-07-2022,1193,Pista,189
11-01-2022,5349,Pista,309
05-12-2022,318,Pista,292
10-07-2022,1089,Pista,306
07-05-2022,1620,Pista,292
13-01-2022,2542,Pista,266
04-10-2022,3578,Pista,342
22-06-2022,5010,Pista,386
15-03-2022,6773,Pista,242
10-03-2022,30810,Pista,228
27-06-2022,52245,Pista,340
02-08-2022,66097,Pista,252
21-05-2022,84152,Pista,255
14-11-2022,95875,Pista,219
23-07-2022,111362,Pista,389
28-03-2022,1203,Pista,302
13-05-2022,7153,Pista,288
05-11-2022,50,Pista,202
03-11-2022,5349,Pista,361
28-05-2022,45,Pista,311
26-11-2022,231,Pista,320
18-07-2022,409,Pista,396
09-03-2022,590,Pista,365
22-03-2022,903,Pista,208
13-08-2022,1465,Pista,274
13-03-2022,1732,Pista,356
26-03-2022,2231,Pista,188
06-06-2022,2702,Pista,400
07-10-2022,2953,Pista,288
30-11-2022,3578,Pista,205
02-05-2022,3953,Pista,244
26-08-2022,4621,Pista,242
21-01-2022,5382,Pista,329
28-01-2022,6188,Pista,314
02-07-2022,6874,Pista,180
17-01-2022,7366,Pista,251
13-02-2022,8912,Pista,396
12-01-2022,32029,Pista,199
25-02-2022,39414,Pista,386
02-11-2022,46970,Pista,344
26-08-2022,51903,Pista,238
19-04-2022,56805,Pista,180
13-04-2022,62434,Pista,205
15-07-2022,70301,Pista,373
20-05-2022,786,Pista,335
02-02-2022,1224,Pista,206
21-08-2022,2396,Pista,271
02-01-2022,4306,Pista,186
23-11-2022,788,Pista,313
09-11-2022,357,Pista,364
28-08-2022,1080,Pista,340
21-05-2022,1252,Pista,222
19-07-2022,1917,Pista,309
18-02-2022,2858,Pista,322
31-05-2022,4019,Pista,211
03-05-2022,5445,Pista,304
01-09-2022,8644,Pista,321
22-12-2022,46578,Pista,207
03-02-2022,55820,Pista,181
16-04-2022,68237,Pista,201
28-12-2022,84152,Pista,362
09-08-2022,92507,Pista,382
25-10-2022,106100,Pista,221
08-09-2022,122918,Pista,258
19-11-2022,162606,Pista,396
31-03-2022,2406,Pista,358
29-05-2022,2003,Pista,235
09-01-2022,5445,Pista,266
19-08-2022,8947,Pista,328
08-10-2022,3948,Pista,228
16-03-2022,72998,Pista,365
14-06-2022,25,Pista,301
04-06-2022,296,Pista,278
14-10-2022,570,Pista,194
14-08-2022,919,Pista,202
22-10-2022,1184,Pista,270
06-01-2022,1247,Pista,331
24-09-2022,1485,Pista,389
07-04-2022,1805,Pista,303
16-10-2022,2012,Pista,244
18-06-2022,24,Pista,278
03-02-2022,260,Pista,274
07-02-2022,427,Pista,341
15-02-2022,748,Pista,367
12-08-2022,1088,Pista,359
03-06-2022,1270,Pista,391
09-08-2022,1527,Pista,265
15-10-2022,2054,Pista,215
13-02-2022,2376,Pista,289
24-09-2022,2716,Pista,331
17-11-2022,3259,Pista,329
23-04-2022,3798,Pista,306
22-06-2022,4306,Pista,197
31-05-2022,4995,Pista,226
28-07-2022,5585,Pista,344
26-02-2022,6537,Pista,224
07-09-2022,7649,Pista,390
30-01-2022,33669,Pista,244
08-04-2022,224,Pista,258
08-10-2022,367,Pista,340
02-12-2022,1172,Pista,182
04-10-2022,1090,Pista,343
01-11-2022,4993,Pista,200
13-11-2022,7040,Pista,356
06-05-2022,20,Pista,392
05-12-2022,368,Pista,393
30-09-2022,778,Pista,325
05-09-2022,1216,Pista,351
29-09-2022,1374,Pista,396
18-11-2022,1858,Pista,281
01-10-2022,2366,Pista,208
01-02-2022,2802,Pista,277
12-06-2022,3256,Pista,337
15-08-2022,3763,Pista,376
01-07-2022,4467,Pista,304
15-02-2022,36,Pista,349
03-04-2022,527,Pista,303
30-07-2022,953,Pista,194
25-06-2022,1203,Pista,191
14-07-2022,1287,Pista,292
10-07-2022,1699,Pista,210
03-02-2022,2065,Pista,374
08-02-2022,2396,Pista,337
16-12-2022,3793,Pista,378
07-08-2022,50,Pista,358
19-03-2022,316,Pista,329
23-01-2022,480,Pista,303
18-10-2022,673,Pista,332
17-02-2022,1092,Pista,375
19-11-2022,1228,Pista,328
11-05-2022,1441,Pista,387
27-08-2022,1917,Pista,270
06-02-2022,2094,Pista,345
02-08-2022,2406,Pista,185
05-06-2022,2683,Pista,233
09-02-2022,2951,Pista,295
20-08-2022,3578,Pista,274
04-03-2022,4034,Pista,381
19-02-2022,4489,Pista,354
14-10-2022,5428,Pista,317
15-06-2022,6807,Pista,209
02-02-2022,8581,Pista,365
30-09-2022,1136,Pista,400
12-10-2022,2502,Pista,285
29-08-2022,90603,Pista,348
08-01-2022,4015,Pista,301
14-03-2022,50,Pista,353
07-01-2022,293,Pista,324
05-09-2022,480,Pista,254
18-04-2022,736,Pista,346
30-03-2022,1147,Pista,309
13-10-2022,1221,Pista,258
30-05-2022,1339,Pista,354
21-03-2022,1641,Pista,377
28-09-2022,2005,Pista,387
04-07-2022,2411,Pista,396
30-09-2022,2762,Pista,381
07-01-2022,3089,Pista,351
16-04-2022,3671,Pista,351
07-10-2022,4022,Pista,320
05-05-2022,4734,Pista,191
19-05-2022,5254,Pista,364
19-08-2022,5816,Pista,344
07-10-2022,6461,Pista,193
18-10-2022,6957,Pista,308
08-10-2022,8623,Pista,317
22-05-2022,27402,Pista,289
21-03-2022,33493,Pista,237
28-08-2022,44761,Pista,263
27-04-2022,51255,Pista,352
10-09-2022,55444,Pista,221
02-06-2022,60040,Pista,327
24-11-2022,67665,Pista,400
03-04-2022,76077,Pista,256
11-06-2022,84152,Pista,366
13-08-2022,91529,Pista,186
14-09-2022,103253,Pista,347
30-09-2022,111759,Pista,391
11-10-2022,122924,Pista,184
29-05-2022,160080,Pista,396
31-10-2022,337,Pista,290
22-07-2022,2542,Pista,226
10-10-2022,69757,Pista,275
20-11-2022,11,Pista,376
27-11-2022,223,Pista,383
07-03-2022,440,Pista,384
20-07-2022,589,Pista,350
08-04-2022,1590,Pista,276
01-07-2022,4247,Pista,352
02-10-2022,318,Pista,202
18-12-2022,2791,Pista,395
27-11-2022,750,Pista,304
10-02-2022,1240,Pista,203
03-04-2022,1783,Pista,281
11-11-2022,2819,Pista,328
05-08-2022,3685,Pista,221
09-02-2022,1465,Pista,363
03-07-2022,594,Pista,242
18-02-2022,1219,Pista,253
15-03-2022,1947,Pista,378
28-08-2022,2916,Pista,198
25-10-2022,8810,Pista,352
16-06-2022,57,Pista,256
06-09-2022,164,Pista,281
15-02-2022,229,Pista,311
02-04-2022,278,Pista,399
29-01-2022,319,Pista,369
09-02-2022,380,Pista,303
17-12-2022,551,Pista,384
28-07-2022,2067,Pista,391
31-10-2022,2232,Pista,340
07-08-2022,5833,Pista,317
26-04-2022,27839,Pista,354
09-04-2022,59369,Pista,290
15-09-2022,7153,Pista,284
04-10-2022,1221,Pista,196
28-10-2022,7008,Pista,340
16-08-2022,3793,Pista,302
07-05-2022,457,Pista,284
21-02-2022,1077,Pista,282
07-06-2022,1244,Pista,317
07-01-2022,2248,Pista,208
28-11-2022,2723,Pista,254
09-07-2022,6,Pista,240
16-01-2022,338,Pista,225
15-07-2022,587,Pista,369
26-10-2022,919,Pista,386
30-10-2022,1196,Pista,288
04-11-2022,1357,Pista,294
11-12-2022,1641,Pista,307
19-04-2022,2081,Pista,340
26-10-2022,2421,Pista,303
09-06-2022,2706,Pista,280
08-05-2022,2993,Pista,225
03-03-2022,3354,Pista,214
07-03-2022,3863,Pista,243
26-10-2022,4366,Pista,381
19-09-2022,5237,Pista,368
