ds,CId,Item,Quantity,y
08-03-2014 00:00,1271,Rice,KG,119
08-03-2014 00:00,1029,Rice,KG,169
13-03-2014 00:00,314,Rice,KG,130
22-03-2014 00:00,390,Rice,KG,164
24-03-2014 00:00,1094,Rice,KG,79
28-03-2014 00:00,1414,Rice,KG,135
04-04-2014 00:00,1293,Rice,KG,140
04-04-2014 00:00,231,Rice,KG,157
04-04-2014 00:00,249,Rice,KG,151
13-04-2014 00:00,1527,Rice,KG,153
14-04-2014 00:00,902,Rice,KG,97
15-04-2014 00:00,349,Rice,KG,81
15-04-2014 00:00,466,Rice,KG,165
21-04-2014 00:00,1059,Rice,KG,90
27-04-2014 00:00,543,Rice,KG,151
02-05-2014 00:00,176,Rice,KG,159
05-05-2014 00:00,272,Rice,KG,125
08-05-2014 00:00,485,Rice,KG,127
08-05-2014 00:00,1057,Rice,KG,159
11-05-2014 00:00,1252,Rice,KG,84
13-05-2014 00:00,46,Rice,KG,117
13-05-2014 00:00,17,Rice,KG,96
13-05-2014 00:00,1321,Rice,KG,73
15-05-2014 00:00,1079,Rice,KG,159
15-05-2014 00:00,111,Rice,KG,72
15-05-2014 00:00,425,Rice,KG,158
17-05-2014 00:00,1250,Rice,KG,103
19-05-2014 00:00,1092,Rice,KG,157
20-05-2014 00:00,45,Rice,KG,70
22-05-2014 00:00,1260,Rice,KG,91
25-05-2014 00:00,535,Rice,KG,113
26-05-2014 00:00,1617,Rice,KG,88
02-06-2014 00:00,318,Rice,KG,71
05-06-2014 00:00,353,Rice,KG,106
07-06-2014 00:00,1148,Rice,KG,124
08-06-2014 00:00,933,Rice,KG,161
13-06-2014 00:00,858,Rice,KG,123
15-06-2014 00:00,1344,Rice,KG,157
23-06-2014 00:00,11,Rice,KG,153
23-06-2014 00:00,1007,Rice,KG,89
24-06-2014 00:00,527,Rice,KG,94
25-06-2014 00:00,95,Rice,KG,106
28-06-2014 00:00,929,Rice,KG,85
02-07-2014 00:00,497,Rice,KG,107
13-07-2014 00:00,1224,Rice,KG,143
17-07-2014 00:00,471,Rice,KG,158
18-07-2014 00:00,1197,Rice,KG,135
20-07-2014 00:00,474,Rice,KG,134
23-07-2014 00:00,1580,Rice,KG,128
25-07-2014 00:00,36,Rice,KG,141
26-07-2014 00:00,1078,Rice,KG,180
01-08-2014 00:00,1284,Rice,KG,171
09-08-2014 00:00,1388,Rice,KG,127
09-08-2014 00:00,1225,Rice,KG,169
11-08-2014 00:00,1100,Rice,KG,113
13-08-2014 00:00,475,Rice,KG,135
25-08-2014 00:00,1060,Rice,KG,110
27-08-2014 00:00,39,Rice,KG,107
01-09-2014 00:00,245,Rice,KG,145
06-09-2014 00:00,380,Rice,KG,113
08-09-2014 00:00,1485,Rice,KG,142
11-09-2014 00:00,1290,Rice,KG,113
20-09-2014 00:00,464,Rice,KG,94
24-09-2014 00:00,1518,Rice,KG,161
26-09-2014 00:00,1176,Rice,KG,153
28-09-2014 00:00,1339,Rice,KG,156
29-09-2014 00:00,1120,Rice,KG,80
30-09-2014 00:00,556,Rice,KG,126
01-10-2014 00:00,1269,Rice,KG,96
09-10-2014 00:00,348,Rice,KG,70
10-10-2014 00:00,951,Rice,KG,105
14-10-2014 00:00,1240,Rice,KG,81
17-10-2014 00:00,492,Rice,KG,158
20-10-2014 00:00,917,Rice,KG,176
28-10-2014 00:00,986,Rice,KG,142
04-11-2014 00:00,1129,Rice,KG,100
09-11-2014 00:00,562,Rice,KG,90
10-11-2014 00:00,1193,Rice,KG,170
11-11-2014 00:00,1036,Rice,KG,138
13-11-2014 00:00,1221,Rice,KG,148
14-11-2014 00:00,431,Rice,KG,83
18-11-2014 00:00,589,Rice,KG,120
19-11-2014 00:00,1089,Rice,KG,160
24-11-2014 00:00,70,Rice,KG,90
25-11-2014 00:00,1042,Rice,KG,106
25-11-2014 00:00,534,Rice,KG,71
26-11-2014 00:00,112,Rice,KG,88
27-11-2014 00:00,1285,Rice,KG,139
29-11-2014 00:00,736,Rice,KG,131
01-12-2014 00:00,501,Rice,KG,107
02-12-2014 00:00,199,Rice,KG,175
06-12-2014 00:00,648,Rice,KG,120
08-12-2014 00:00,1208,Rice,KG,178
08-12-2014 00:00,163,Rice,KG,178
09-12-2014 00:00,947,Rice,KG,121
16-12-2014 00:00,334,Rice,KG,145
17-12-2014 00:00,830,Rice,KG,150
19-12-2014 00:00,1479,Rice,KG,84
24-12-2014 00:00,1207,Rice,KG,146
26-12-2014 00:00,661,Rice,KG,164
26-12-2014 00:00,1407,Rice,KG,106
28-12-2014 00:00,1246,Rice,KG,156
29-12-2014 00:00,1030,Rice,KG,88
01-01-2022 00:00,3260,Rice,KG,74
02-01-2022 00:00,2717,Rice,KG,172
04-01-2022 00:00,3219,Rice,KG,143
05-01-2022 00:00,2795,Rice,KG,179
06-01-2022 00:00,3398,Rice,KG,158
06-01-2022 00:00,2985,Rice,KG,143
11-01-2022 00:00,2146,Rice,KG,179
12-01-2022 00:00,2605,Rice,KG,89
14-01-2022 00:00,2361,Rice,KG,77
16-01-2022 00:00,3108,Rice,KG,82
17-01-2022 00:00,2375,Rice,KG,155
18-01-2022 00:00,3614,Rice,KG,85
18-01-2022 00:00,3249,Rice,KG,119
19-01-2022 00:00,3551,Rice,KG,80
19-01-2022 00:00,2570,Rice,KG,107
20-01-2022 00:00,2779,Rice,KG,148
21-01-2022 00:00,4108,Rice,KG,117
22-01-2022 00:00,2628,Rice,KG,151
22-01-2022 00:00,4066,Rice,KG,152
23-01-2022 00:00,2391,Rice,KG,98
23-01-2022 00:00,2261,Rice,KG,178
26-01-2022 00:00,1938,Rice,KG,97
27-01-2022 00:00,3548,Rice,KG,121
30-01-2022 00:00,3543,Rice,KG,138
03-02-2022 00:00,3430,Rice,KG,114
05-02-2022 00:00,1968,Rice,KG,100
07-02-2022 00:00,3742,Rice,KG,118
09-02-2022 00:00,2468,Rice,KG,123
11-02-2022 00:00,2902,Rice,KG,163
12-02-2022 00:00,3773,Rice,KG,109
12-02-2022 00:00,1732,Rice,KG,97
15-02-2022 00:00,2802,Rice,KG,81
15-02-2022 00:00,3489,Rice,KG,162
17-02-2022 00:00,2797,Rice,KG,160
22-02-2022 00:00,2919,Rice,KG,177
23-02-2022 00:00,2376,Rice,KG,115
23-02-2022 00:00,2941,Rice,KG,165
28-02-2022 00:00,3261,Rice,KG,100
01-03-2022 00:00,2109,Rice,KG,166
01-03-2022 00:00,1971,Rice,KG,165
05-03-2022 00:00,3326,Rice,KG,159
07-03-2022 00:00,3751,Rice,KG,171
17-03-2022 00:00,1983,Rice,KG,104
20-03-2022 00:00,2282,Rice,KG,128
20-03-2022 00:00,2551,Rice,KG,169
22-03-2022 00:00,2932,Rice,KG,163
22-03-2022 00:00,2863,Rice,KG,89
23-03-2022 00:00,4079,Rice,KG,104
28-03-2022 00:00,3394,Rice,KG,151
28-03-2022 00:00,3072,Rice,KG,143
30-03-2022 00:00,1721,Rice,KG,177
30-03-2022 00:00,2644,Rice,KG,180
31-03-2022 00:00,3685,Rice,KG,96
01-04-2022 00:00,2181,Rice,KG,144
02-04-2022 00:00,2599,Rice,KG,93
10-04-2022 00:00,1958,Rice,KG,118
10-04-2022 00:00,3877,Rice,KG,159
11-04-2022 00:00,3211,Rice,KG,127
12-04-2022 00:00,3081,Rice,KG,143
13-04-2022 00:00,2001,Rice,KG,83
14-04-2022 00:00,2324,Rice,KG,70
19-04-2022 00:00,2139,Rice,KG,145
19-04-2022 00:00,4127,Rice,KG,121
21-04-2022 00:00,1821,Rice,KG,141
26-04-2022 00:00,2877,Rice,KG,175
26-04-2022 00:00,3868,Rice,KG,173
29-04-2022 00:00,3535,Rice,KG,170
30-04-2022 00:00,2262,Rice,KG,133
01-05-2022 00:00,3342,Rice,KG,97
03-05-2022 00:00,3107,Rice,KG,131
06-05-2022 00:00,3728,Rice,KG,124
08-05-2022 00:00,3310,Rice,KG,164
12-05-2022 00:00,1962,Rice,KG,89
13-05-2022 00:00,1682,Rice,KG,99
14-05-2022 00:00,2657,Rice,KG,97
14-05-2022 00:00,2463,Rice,KG,135
14-05-2022 00:00,2002,Rice,KG,149
15-05-2022 00:00,2303,Rice,KG,149
16-05-2022 00:00,3475,Rice,KG,125
17-05-2022 00:00,3552,Rice,KG,141
18-05-2022 00:00,2378,Rice,KG,98
19-05-2022 00:00,2348,Rice,KG,165
21-05-2022 00:00,2763,Rice,KG,101
22-05-2022 00:00,2517,Rice,KG,79
04-06-2022 00:00,1965,Rice,KG,127
08-06-2022 00:00,4447,Rice,KG,95
08-06-2022 00:00,3723,Rice,KG,175
08-06-2022 00:00,3016,Rice,KG,138
09-06-2022 00:00,3018,Rice,KG,168
10-06-2022 00:00,3738,Rice,KG,142
21-06-2022 00:00,3099,Rice,KG,87
29-06-2022 00:00,2450,Rice,KG,160
29-06-2022 00:00,2003,Rice,KG,71
29-06-2022 00:00,2250,Rice,KG,130
05-07-2022 00:00,3698,Rice,KG,70
10-07-2022 00:00,2178,Rice,KG,73
10-07-2022 00:00,2379,Rice,KG,111
14-07-2022 00:00,3994,Rice,KG,74
14-07-2022 00:00,3929,Rice,KG,163
15-07-2022 00:00,2088,Rice,KG,79
16-07-2022 00:00,3425,Rice,KG,111
16-07-2022 00:00,3801,Rice,KG,75
21-07-2022 00:00,4007,Rice,KG,88
21-07-2022 00:00,3044,Rice,KG,153
25-07-2022 00:00,3330,Rice,KG,162
26-07-2022 00:00,3869,Rice,KG,177
26-07-2022 00:00,3635,Rice,KG,83
26-07-2022 00:00,3070,Rice,KG,123
26-07-2022 00:00,2110,Rice,KG,121
29-07-2022 00:00,3622,Rice,KG,79
30-07-2022 00:00,2112,Rice,KG,116
30-07-2022 00:00,2738,Rice,KG,124
31-07-2022 00:00,3401,Rice,KG,72
01-08-2022 00:00,1699,Rice,KG,120
03-08-2022 00:00,2126,Rice,KG,132
05-08-2022 00:00,3844,Rice,KG,111
08-08-2022 00:00,2858,Rice,KG,130
13-08-2022 00:00,2174,Rice,KG,87
14-08-2022 00:00,2641,Rice,KG,122
15-08-2022 00:00,2313,Rice,KG,144
15-08-2022 00:00,1955,Rice,KG,85
16-08-2022 00:00,4126,Rice,KG,154
18-08-2022 00:00,3074,Rice,KG,123
19-08-2022 00:00,1674,Rice,KG,89
20-08-2022 00:00,2264,Rice,KG,89
27-08-2022 00:00,3984,Rice,KG,140
28-08-2022 00:00,2664,Rice,KG,73
03-09-2022 00:00,2362,Rice,KG,82
04-09-2022 00:00,2414,Rice,KG,160
04-09-2022 00:00,2253,Rice,KG,124
06-09-2022 00:00,2951,Rice,KG,99
06-09-2022 00:00,1969,Rice,KG,159
07-09-2022 00:00,2132,Rice,KG,72
07-09-2022 00:00,2406,Rice,KG,117
09-09-2022 00:00,2794,Rice,KG,71
18-09-2022 00:00,3591,Rice,KG,102
20-09-2022 00:00,3731,Rice,KG,135
25-09-2022 00:00,2249,Rice,KG,129
27-09-2022 00:00,1944,Rice,KG,77
30-09-2022 00:00,2502,Rice,KG,80
30-09-2022 00:00,2997,Rice,KG,86
03-10-2022 00:00,4002,Rice,KG,105
03-10-2022 00:00,2409,Rice,KG,125
04-10-2022 00:00,3732,Rice,KG,117
05-10-2022 00:00,1895,Rice,KG,85
05-10-2022 00:00,2150,Rice,KG,160
09-10-2022 00:00,3089,Rice,KG,159
11-10-2022 00:00,2660,Rice,KG,141
14-10-2022 00:00,1794,Rice,KG,95
16-10-2022 00:00,1961,Rice,KG,172
20-10-2022 00:00,4963,Rice,KG,142
26-10-2022 00:00,1948,Rice,KG,84
26-10-2022 00:00,1967,Rice,KG,100
28-10-2022 00:00,2182,Rice,KG,174
31-10-2022 00:00,2786,Rice,KG,137
02-11-2022 00:00,3087,Rice,KG,111
03-11-2022 00:00,3370,Rice,KG,93
06-11-2022 00:00,3210,Rice,KG,83
08-11-2022 00:00,2206,Rice,KG,83
08-11-2022 00:00,4103,Rice,KG,173
09-11-2022 00:00,3550,Rice,KG,171
11-11-2022 00:00,1952,Rice,KG,155
17-11-2022 00:00,3142,Rice,KG,170
18-11-2022 00:00,5060,Rice,KG,78
19-11-2022 00:00,3613,Rice,KG,106
19-11-2022 00:00,3102,Rice,KG,73
22-11-2022 00:00,1939,Rice,KG,173
24-11-2022 00:00,2176,Rice,KG,100
26-11-2022 00:00,2245,Rice,KG,94
30-11-2022 00:00,3699,Rice,KG,169
03-12-2022 00:00,3498,Rice,KG,163
06-12-2022 00:00,1883,Rice,KG,143
08-12-2022 00:00,2473,Rice,KG,93
11-12-2022 00:00,3735,Rice,KG,108
16-12-2022 00:00,3765,Rice,KG,150
22-12-2022 00:00,3360,Rice,KG,89
24-12-2022 00:00,1949,Rice,KG,133
29-12-2022 00:00,1957,Rice,KG,162
30-12-2022 00:00,2159,Rice,KG,180
07-01-2014 00:00,44199,Rice,KG,121
09-01-2014 00:00,54881,Rice,KG,150
11-01-2014 00:00,3996,Rice,KG,74
18-01-2014 00:00,6440,Rice,KG,75
19-01-2014 00:00,48142,Rice,KG,121
20-01-2014 00:00,2662,Rice,KG,124
21-01-2014 00:00,3868,Rice,KG,74
07-02-2014 00:00,8874,Rice,KG,179
12-02-2014 00:00,2529,Rice,KG,75
13-02-2014 00:00,61931,Rice,KG,144
14-02-2014 00:00,6900,Rice,KG,165
15-02-2014 00:00,38061,Rice,KG,119
15-02-2014 00:00,3169,Rice,KG,87
18-02-2014 00:00,2133,Rice,KG,167
21-02-2014 00:00,2770,Rice,KG,120
21-02-2014 00:00,8633,Rice,KG,168
23-02-2014 00:00,1921,Rice,KG,97
24-02-2014 00:00,58295,Rice,KG,135
27-02-2014 00:00,3011,Rice,KG,148
02-03-2014 00:00,3101,Rice,KG,86
04-03-2014 00:00,8810,Rice,KG,161
05-03-2014 00:00,2329,Rice,KG,119
06-03-2014 00:00,2795,Rice,KG,167
07-03-2014 00:00,4350,Rice,KG,86
16-03-2014 00:00,46965,Rice,KG,105
17-03-2014 00:00,4267,Rice,KG,173
20-03-2014 00:00,25929,Rice,KG,118
21-03-2014 00:00,2160,Rice,KG,166
29-03-2014 00:00,43936,Rice,KG,110
02-04-2014 00:00,52281,Rice,KG,142
07-04-2014 00:00,4432,Rice,KG,163
09-04-2014 00:00,5899,Rice,KG,122
13-04-2014 00:00,4027,Rice,KG,161
17-04-2014 00:00,3494,Rice,KG,94
20-04-2014 00:00,3052,Rice,KG,98
30-04-2014 00:00,1913,Rice,KG,101
02-05-2014 00:00,1321,Rice,KG,114
13-05-2014 00:00,7156,Rice,KG,98
17-05-2014 00:00,2710,Rice,KG,151
29-05-2014 00:00,3498,Rice,KG,137
05-06-2014 00:00,8483,Rice,KG,111
09-06-2014 00:00,5956,Rice,KG,164
13-06-2014 00:00,3360,Rice,KG,177
14-06-2014 00:00,6979,Rice,KG,149
15-06-2014 00:00,3471,Rice,KG,120
16-06-2014 00:00,7001,Rice,KG,109
20-06-2014 00:00,2797,Rice,KG,153
22-06-2014 00:00,4066,Rice,KG,143
05-07-2014 00:00,4159,Rice,KG,150
06-07-2014 00:00,4370,Rice,KG,156
09-07-2014 00:00,2791,Rice,KG,98
11-07-2014 00:00,8807,Rice,KG,162
17-07-2014 00:00,2291,Rice,KG,156
19-07-2014 00:00,59834,Rice,KG,111
21-07-2014 00:00,4167,Rice,KG,78
21-07-2014 00:00,8765,Rice,KG,102
24-07-2014 00:00,1347,Rice,KG,137
30-07-2014 00:00,1252,Rice,KG,143
01-08-2014 00:00,3863,Rice,KG,103
02-08-2014 00:00,54997,Rice,KG,173
07-08-2014 00:00,4878,Rice,KG,161
11-08-2014 00:00,8798,Rice,KG,83
11-08-2014 00:00,1682,Rice,KG,94
13-08-2014 00:00,37733,Rice,KG,114
14-08-2014 00:00,3757,Rice,KG,96
24-08-2014 00:00,35836,Rice,KG,78
26-08-2014 00:00,2202,Rice,KG,149
01-09-2014 00:00,30712,Rice,KG,144
02-09-2014 00:00,4223,Rice,KG,98
03-09-2014 00:00,8882,Rice,KG,112
05-09-2014 00:00,26729,Rice,KG,156
09-09-2014 00:00,2502,Rice,KG,118
14-09-2014 00:00,5735,Rice,KG,90
17-09-2014 00:00,3201,Rice,KG,90
18-09-2014 00:00,7419,Rice,KG,167
19-09-2014 00:00,2459,Rice,KG,106
20-09-2014 00:00,8360,Rice,KG,130
21-09-2014 00:00,2344,Rice,KG,77
26-09-2014 00:00,1961,Rice,KG,92
01-10-2014 00:00,2985,Rice,KG,111
01-10-2014 00:00,3104,Rice,KG,158
04-10-2014 00:00,1240,Rice,KG,153
06-10-2014 00:00,6711,Rice,KG,125
08-10-2014 00:00,1278,Rice,KG,119
13-10-2014 00:00,5266,Rice,KG,162
18-10-2014 00:00,1732,Rice,KG,162
22-10-2014 00:00,3365,Rice,KG,138
23-10-2014 00:00,1259,Rice,KG,174
25-10-2014 00:00,8860,Rice,KG,109
29-10-2014 00:00,3481,Rice,KG,77
30-10-2014 00:00,1219,Rice,KG,92
02-11-2014 00:00,1361,Rice,KG,140
03-11-2014 00:00,6380,Rice,KG,102
04-11-2014 00:00,1923,Rice,KG,131
05-11-2014 00:00,2858,Rice,KG,133
08-11-2014 00:00,2355,Rice,KG,176
09-11-2014 00:00,7387,Rice,KG,71
13-11-2014 00:00,42723,Rice,KG,130
17-11-2014 00:00,53519,Rice,KG,76
22-11-2014 00:00,8751,Rice,KG,134
24-11-2014 00:00,1527,Rice,KG,154
25-11-2014 00:00,4932,Rice,KG,140
30-11-2014 00:00,5065,Rice,KG,86
07-12-2014 00:00,4149,Rice,KG,86
08-12-2014 00:00,2186,Rice,KG,119
13-12-2014 00:00,4855,Rice,KG,87
15-12-2014 00:00,5980,Rice,KG,70
19-12-2014 00:00,3896,Rice,KG,172
24-12-2014 00:00,2174,Rice,KG,99
24-12-2014 00:00,2699,Rice,KG,71
26-12-2014 00:00,3741,Rice,KG,126
27-12-2014 00:00,1350,Rice,KG,149
09-01-2022 00:00,904,Rice,KG,81
15-01-2022 00:00,1084,Rice,KG,71
15-01-2022 00:00,762,Rice,KG,82
16-01-2022 00:00,196,Rice,KG,144
24-01-2022 00:00,471,Rice,KG,144
03-03-2022 00:00,1208,Rice,KG,152
26-03-2022 00:00,235,Rice,KG,102
31-03-2022 00:00,247,Rice,KG,160
09-04-2022 00:00,22,Rice,KG,175
14-04-2022 00:00,922,Rice,KG,140
17-04-2022 00:00,1198,Rice,KG,120
21-04-2022 00:00,1206,Rice,KG,108
28-05-2022 00:00,586,Rice,KG,146
18-06-2022 00:00,592,Rice,KG,179
29-06-2022 00:00,1092,Rice,KG,170
01-07-2022 00:00,1047,Rice,KG,83
06-07-2022 00:00,1097,Rice,KG,111
29-07-2022 00:00,733,Rice,KG,91
29-07-2022 00:00,482,Rice,KG,173
06-08-2022 00:00,555,Rice,KG,81
08-08-2022 00:00,494,Rice,KG,130
19-08-2022 00:00,1200,Rice,KG,106
25-08-2022 00:00,162,Rice,KG,132
04-09-2022 00:00,50,Rice,KG,160
18-09-2022 00:00,1,Rice,KG,127
03-10-2022 00:00,1129,Rice,KG,106
07-10-2022 00:00,778,Rice,KG,100
09-11-2022 00:00,968,Rice,KG,145
18-11-2022 00:00,1213,Rice,KG,83
29-11-2022 00:00,1077,Rice,KG,151
09-12-2022 00:00,481,Rice,KG,82
23-12-2022 00:00,344,Rice,KG,178
27-12-2022 00:00,541,Rice,KG,104
05-01-2014 00:00,50872,Rice,KG,133
28-01-2014 00:00,58559,Rice,KG,72
14-02-2014 00:00,112556,Rice,KG,77
11-03-2014 00:00,50,Rice,KG,110
25-03-2014 00:00,106920,Rice,KG,170
14-04-2014 00:00,106782,Rice,KG,152
15-04-2014 00:00,56367,Rice,KG,91
16-04-2014 00:00,112183,Rice,KG,179
25-04-2014 00:00,4239,Rice,KG,95
30-04-2014 00:00,60069,Rice,KG,145
30-05-2014 00:00,78499,Rice,KG,172
03-06-2014 00:00,480,Rice,KG,171
22-06-2014 00:00,86882,Rice,KG,127
09-08-2014 00:00,5971,Rice,KG,157
09-08-2014 00:00,93721,Rice,KG,173
04-09-2014 00:00,1884,Rice,KG,148
05-09-2014 00:00,111622,Rice,KG,177
26-09-2014 00:00,3481,Rice,KG,153
15-10-2014 00:00,79091,Rice,KG,77
23-10-2014 00:00,2571,Rice,KG,178
27-10-2014 00:00,4979,Rice,KG,154
02-11-2014 00:00,4027,Rice,KG,102
09-11-2014 00:00,94959,Rice,KG,102
06-12-2014 00:00,116797,Rice,KG,82
19-12-2014 00:00,55247,Rice,KG,107
23-12-2014 00:00,357,Rice,KG,102
29-12-2014 00:00,4034,Rice,KG,116
06-03-2014 00:00,1,Rice,KG,132
31-03-2014 00:00,236,Rice,KG,162
27-05-2014 00:00,31,Rice,KG,164
07-06-2014 00:00,2100,Rice,KG,108
19-06-2014 00:00,2707,Rice,KG,130
17-02-2014 00:00,6763,Rice,KG,93
28-02-2014 00:00,6296,Rice,KG,124
11-03-2014 00:00,27728,Rice,KG,167
26-03-2014 00:00,1333,Rice,KG,131
07-04-2014 00:00,3020,Rice,KG,160
09-04-2014 00:00,527,Rice,KG,151
28-04-2014 00:00,52973,Rice,KG,119
04-05-2014 00:00,32589,Rice,KG,75
29-05-2014 00:00,49220,Rice,KG,163
27-06-2014 00:00,750,Rice,KG,142
28-07-2014 00:00,2959,Rice,KG,143
28-07-2014 00:00,904,Rice,KG,143
16-08-2014 00:00,930,Rice,KG,135
06-09-2014 00:00,6711,Rice,KG,128
09-10-2014 00:00,6013,Rice,KG,116
27-10-2014 00:00,30810,Rice,KG,145
30-10-2014 00:00,1449,Rice,KG,121
17-11-2014 00:00,1258,Rice,KG,137
14-12-2014 00:00,1197,Rice,KG,179
04-01-2014 00:00,3991,Rice,KG,100
20-01-2014 00:00,597,Rice,KG,99
19-02-2014 00:00,208,Rice,KG,84
26-02-2014 00:00,457,Rice,KG,92
08-04-2014 00:00,1282,Rice,KG,71
12-04-2014 00:00,377,Rice,KG,99
27-04-2014 00:00,141,Rice,KG,111
28-04-2014 00:00,527,Rice,KG,74
25-05-2014 00:00,1721,Rice,KG,140
06-06-2014 00:00,1287,Rice,KG,115
22-06-2014 00:00,357,Rice,KG,168
26-07-2014 00:00,1210,Rice,KG,110
10-08-2014 00:00,2012,Rice,KG,84
17-08-2014 00:00,1917,Rice,KG,72
27-08-2014 00:00,2355,Rice,KG,140
01-09-2014 00:00,2987,Rice,KG,132
05-09-2014 00:00,1198,Rice,KG,75
14-09-2014 00:00,2628,Rice,KG,179
08-10-2014 00:00,919,Rice,KG,180
13-10-2014 00:00,1367,Rice,KG,90
18-10-2014 00:00,1682,Rice,KG,102
29-10-2014 00:00,914,Rice,KG,167
09-11-2014 00:00,2054,Rice,KG,85
30-11-2014 00:00,3793,Rice,KG,157
03-12-2014 00:00,356,Rice,KG,109
17-02-2022 00:00,60069,Rice,KG,116
13-04-2022 00:00,49272,Rice,KG,93
28-04-2022 00:00,4022,Rice,KG,89
04-07-2022 00:00,6365,Rice,KG,101
04-08-2022 00:00,55820,Rice,KG,137
20-08-2022 00:00,7438,Rice,KG,153
03-09-2022 00:00,56367,Rice,KG,138
25-09-2022 00:00,5445,Rice,KG,104
21-10-2022 00:00,33166,Rice,KG,87
15-12-2022 00:00,58293,Rice,KG,121
17-12-2022 00:00,4011,Rice,KG,176
03-04-2022 00:00,4703,Rice,KG,155
22-09-2022 00:00,4020,Rice,KG,98
15-11-2022 00:00,2389,Rice,KG,106
19-02-2022 00:00,3471,Rice,KG,178
09-05-2022 00:00,1271,Rice,KG,76
28-06-2022 00:00,4085,Rice,KG,87
03-07-2022 00:00,1263,Rice,KG,83
19-09-2022 00:00,382,Rice,KG,175
08-10-2022 00:00,3386,Rice,KG,173
23-10-2022 00:00,1296,Rice,KG,171
26-10-2022 00:00,4886,Rice,KG,84
03-01-2022 00:00,149782,Rice,KG,75
03-01-2022 00:00,237,Rice,KG,138
07-01-2022 00:00,96655,Rice,KG,97
09-01-2022 00:00,111759,Rice,KG,126
09-01-2022 00:00,88069,Rice,KG,125
09-01-2022 00:00,1909,Rice,KG,170
13-01-2022 00:00,4011,Rice,KG,179
13-01-2022 00:00,30825,Rice,KG,105
14-01-2022 00:00,85131,Rice,KG,177
14-01-2022 00:00,3868,Rice,KG,70
20-01-2022 00:00,92475,Rice,KG,149
21-01-2022 00:00,5881,Rice,KG,106
22-01-2022 00:00,99305,Rice,KG,157
22-01-2022 00:00,32,Rice,KG,77
24-01-2022 00:00,8132,Rice,KG,168
28-01-2022 00:00,68237,Rice,KG,78
01-02-2022 00:00,90717,Rice,KG,86
06-02-2022 00:00,5989,Rice,KG,89
09-02-2022 00:00,59315,Rice,KG,174
10-02-2022 00:00,71450,Rice,KG,173
21-02-2022 00:00,62956,Rice,KG,164
21-02-2022 00:00,42718,Rice,KG,142
24-02-2022 00:00,44195,Rice,KG,142
24-02-2022 00:00,77800,Rice,KG,177
02-03-2022 00:00,92535,Rice,KG,172
02-03-2022 00:00,101763,Rice,KG,128
05-03-2022 00:00,1320,Rice,KG,105
05-03-2022 00:00,7811,Rice,KG,112
07-03-2022 00:00,7143,Rice,KG,90
07-03-2022 00:00,6863,Rice,KG,116
11-03-2022 00:00,5944,Rice,KG,95
11-03-2022 00:00,44665,Rice,KG,163
18-03-2022 00:00,104089,Rice,KG,72
23-03-2022 00:00,6365,Rice,KG,100
26-03-2022 00:00,101498,Rice,KG,98
03-04-2022 00:00,102123,Rice,KG,179
05-04-2022 00:00,2393,Rice,KG,130
08-04-2022 00:00,150,Rice,KG,89
11-04-2022 00:00,6537,Rice,KG,175
12-04-2022 00:00,94777,Rice,KG,170
13-04-2022 00:00,92498,Rice,KG,156
14-04-2022 00:00,78266,Rice,KG,141
15-04-2022 00:00,45728,Rice,KG,104
19-04-2022 00:00,8914,Rice,KG,88
25-04-2022 00:00,4246,Rice,KG,145
01-05-2022 00:00,3052,Rice,KG,86
02-05-2022 00:00,4022,Rice,KG,90
04-05-2022 00:00,5902,Rice,KG,170
06-05-2022 00:00,5903,Rice,KG,108
08-05-2022 00:00,1876,Rice,KG,153
09-05-2022 00:00,5459,Rice,KG,180
12-05-2022 00:00,94931,Rice,KG,125
16-05-2022 00:00,4878,Rice,KG,83
22-05-2022 00:00,6333,Rice,KG,149
30-05-2022 00:00,3948,Rice,KG,104
09-06-2022 00:00,106920,Rice,KG,84
12-06-2022 00:00,84152,Rice,KG,141
12-06-2022 00:00,2301,Rice,KG,79
16-06-2022 00:00,92420,Rice,KG,179
21-06-2022 00:00,136301,Rice,KG,148
21-06-2022 00:00,51562,Rice,KG,159
22-06-2022 00:00,6303,Rice,KG,152
22-06-2022 00:00,34405,Rice,KG,103
24-06-2022 00:00,5219,Rice,KG,119
26-06-2022 00:00,1199,Rice,KG,135
27-06-2022 00:00,71530,Rice,KG,151
29-06-2022 00:00,3033,Rice,KG,101
30-06-2022 00:00,2268,Rice,KG,119
30-06-2022 00:00,70286,Rice,KG,157
01-07-2022 00:00,95088,Rice,KG,116
04-07-2022 00:00,54286,Rice,KG,75
04-07-2022 00:00,147364,Rice,KG,91
05-07-2022 00:00,5445,Rice,KG,82
07-07-2022 00:00,81191,Rice,KG,89
08-07-2022 00:00,98975,Rice,KG,115
08-07-2022 00:00,95309,Rice,KG,161
09-07-2022 00:00,33779,Rice,KG,86
09-07-2022 00:00,1653,Rice,KG,166
14-07-2022 00:00,3702,Rice,KG,79
14-07-2022 00:00,59018,Rice,KG,178
17-07-2022 00:00,83134,Rice,KG,100
19-07-2022 00:00,89039,Rice,KG,152
21-07-2022 00:00,78703,Rice,KG,108
21-07-2022 00:00,145857,Rice,KG,109
21-07-2022 00:00,53956,Rice,KG,84
21-07-2022 00:00,79132,Rice,KG,178
21-07-2022 00:00,105211,Rice,KG,135
